Unnamed: 0,Titulares,NUMERODECLARACIONES,NUMEROHABITANTES,POSICIONAMIENTORENTA BRUTA MEDIANIVELNACIONAL,POSICIONAMIENTORENTA BRUTA MEDIANIVELAUTONÓMICO,RENTA BRUTA MEDIA,RENTA BRUTA MEDIANA,RENTA DISPONIBLEMEDIA,RENTA DISPONIBLEMEDIANA
Bellpuig-25050,2639,2367,5150,754,363,28150,23078,22969,19631
Cervera-25072,5287,4785,9453,757,365,28141,23814,23010,20102
Guissona-25110,4222,3887,7603,760,366,28133,25192,22935,20773
Solsona-25207,4996,4522,9171,774,369,28016,23748,22988,20150
Anglesola-25027,721,647,1361,800,377,27829,22078,22822,18830
Os de Balaguer-25156,526,481,1083,803,378,27810,23524,22526,19736
Térmens-25220,728,662,1341,813,382,27703,22058,22467,18830
Bellcaire Urgell-25047,712,645,1231,818,384,27660,22685,22746,19409
Sant Guim de Freixenet-25192,631,571,1152,819,385,27655,23632,22731,20023
Alcoletge-25012,1839,1699,3495,822,387,27609,24305,22583,20449
Balaguer-25040,8526,7671,17649,856,393,27402,22814,22499,19377
"Borges Blanques, Les-25058",3359,3063,6215,880,396,27231,22860,22381,19450
Torà-25223,708,649,1201,891,397,27125,23363,22256,19694
Oliana-25149,924,862,1864,897,398,27108,22680,22282,19336
Vilanova de la Barca-25254,580,546,1090,914,400,26944,22585,22031,19164
Puigverd de Lleida-25182,773,721,1397,934,403,26772,22883,21903,19349
Bellvís-25052,1249,1153,2263,937,404,26721,22520,21826,19075
Sort-25209,1328,1262,2211,944,405,26681,21018,21884,18391
Vilanova de Segriá-25251,559,513,1045,948,407,26660,23028,21709,19483
Corbins-25078,832,774,1486,950,408,26648,22345,21585,19155
Almacelles-25019,3528,3150,6847,954,409,26634,22769,21954,19390
Gimenells i el Pla de la Font-25912,615,543,1108,957,411,26613,22584,21879,19280
Artesa de Lleida-25033,881,821,1512,980,413,26436,22528,21467,18615
Artesa de Segre-25034,1888,1709,3504,983,414,26431,20517,21737,17780
Ivars Urgell-25113,898,816,1607,1037,421,26102,22184,21742,19240
Almenar-25021,1737,1600,3379,1048,422,26014,21281,21396,18275
Albatàrrec-25007,1170,1073,2238,1051,424,25991,23089,21497,19439
Alguaire-25016,1655,1510,3012,1059,426,25932,22117,21417,18931
Miralcamp-25135,729,656,1366,1087,430,25774,22826,21364,19746
Albesa-25008,927,848,1588,1158,435,25378,19842,20794,17840
"Fuliola, La-25096",657,599,1223,1175,437,25248,19515,20905,17365
Torregrossa-25230,1248,1116,2186,1178,438,25223,20824,20947,18307
Alfarràs-25013,1389,1249,2783,1188,439,25170,20395,20855,17832
Linyola-25122,1588,1447,2744,1211,441,25045,22167,20796,18813
Arbeca-25029,1200,1076,2109,1250,443,24847,20759,20671,18103
Soses-25210,1027,951,1855,1258,444,24826,18787,20398,16381
Alcarràs-25011,5544,5161,9787,1313,446,24582,20247,20267,17636
Isona i Conca Dellà-25115,572,527,1061,1423,453,24037,17462,20021,15681
Torres de Segre-25232,1296,1184,2285,1488,458,23565,16975,19580,15229
Seròs-25204,1000,900,1893,2047,465,20942,16526,17866,15209
Aitona-25038,1432,1294,2557,2249,466,19900,15636,17004,14539
Agrupación municipios pequeños-25,30006,27391,60597,-,-,26323,21059,21677,18290
Tarragona,453341,408071,847566,,,29815,24263,24100,20514
Almoster-43011,818,763,1310,39,20,44839,34874,34184,27728
Castellvell del Camp-43042,1748,1611,3018,51,26,42264,31869,32202,25346
Altafulla-43012,3199,2957,5693,56,29,41371,32995,31909,26599
"Pobla de Montornès, La-43111",1650,1489,3221,57,30,41353,24540,32828,20829
"Pallaresos, Els-43100",2872,2628,4963,110,57,37381,32002,29173,25992
"Catllar, El-43043",2934,2710,5115,153,81,35611,29242,28025,23991
Vandellòs i Hospitalet de Infant-43162,3403,3074,6984,195,107,34344,25435,26907,21446
Cambrils-43038,18899,17217,36496,217,121,33980,25396,26790,21340
Vallmoll-43160,1021,932,1942,219,123,33950,25820,26783,21590
Vinyols i els Arcs-43178,1212,1110,2323,223,126,33906,25264,26647,21258
"Secuita, La-43144",1012,935,1800,225,127,33834,27745,26681,22948
Tarragona-43148,82690,75042,138262,241,139,33429,27030,26556,22481
"Riera de Gaià, La-43126",957,883,1778,261,153,33085,26844,26483,22060
Flix-43060,1945,1623,3343,277,162,32765,28085,26146,22918
Perafort-43103,666,631,1292,285,168,32671,27813,25972,23010
Ascó-43019,917,824,1638,311,181,32215,23278,25501,19919
"Morell, El-43095",2175,1973,3893,368,206,31438,26107,25228,21915
Vilallonga del Camp-43166,1341,1226,2423,421,225,30871,26742,24839,22297
Móra Ebre-43093,3032,2705,5649,437,234,30714,24443,24471,20554
"Selva del Camp, La-43145",3129,2875,5736,439,235,30683,25620,24661,21383
Llorenç del Penedès-43074,1322,1206,2391,457,242,30419,26155,24841,21514
Banyeres del Penedès-43020,1828,1617,3356,483,255,30202,26908,24609,22369
Riba-roja Ebre-43125,569,485,1150,491,259,30141,25164,24371,21485
Roda de Berà-43131,3820,3393,7829,495,261,30113,24649,24407,20886
Reus-43123,59109,53024,108479,506,263,29928,24355,24214,20594
Puigpelat-43119,624,594,1215,514,267,29885,26414,23971,21982
Montblanc-43086,4286,3947,7456,517,269,29854,26541,24171,21921
Riudecanyes-43127,714,653,1349,525,274,29812,24141,23968,20514
Calafell-43037,14480,12944,30631,528,276,29789,24732,24292,20944
Valls-43161,13467,12259,25014,558,288,29551,25380,23943,21226
Torredembarra-43153,8936,7993,17670,571,294,29403,24000,23900,20495
Falset-43055,1502,1381,2809,578,297,29364,24433,23845,20608
Montbrió del Camp-43088,1645,1523,3086,579,298,29364,24364,23719,20609
Mont-roig del Camp-43092,6696,6024,13592,587,304,29345,23456,23647,19950
Botarell-43033,636,594,1156,593,307,29256,24040,23451,19973
"Ampolla, L-43906",1883,1716,3603,601,310,29197,23582,23553,19809
"Vendrell, El-43163",20603,18348,39601,612,314,29116,24154,23776,20481
Salou-43905,14800,13653,30224,628,320,28992,21991,23384,18777
Alcover-43005,2836,2566,5278,630,322,28982,24804,23512,20927
Sant Jaume dels Domenys-43137,1473,1319,2785,638,325,28929,24890,23719,20788
Riudoms-43129,3596,3212,6810,645,327,28868,23549,23472,20211
Creixell-43050,2157,1900,4084,659,329,28769,25044,23676,21117
"Borges del Camp, Les-43031",1116,1002,2194,674,335,28681,24652,23429,21001
Vila-seca-43171,12402,11250,23176,679,338,28647,23692,23395,20046
"Canonja, La-43907",3184,2860,5922,689,342,28572,24807,23255,20877
"Ametlla de Mar, L-43013",3692,3275,7325,714,352,28406,22135,23127,19063
Tortosa-43155,18563,16735,34639,715,353,28405,23131,23117,19732
Cunit-43051,7421,6557,15278,726,358,28350,24728,23392,20877
Santa Coloma de Queralt-43139,1637,1531,2805,787,375,27958,23604,22789,19964
Vila-rodona-43170,769,687,1362,805,379,27759,22958,22842,19048
Riudecols-43128,685,627,1211,806,380,27755,25463,22681,21362
Móra la Nova-43094,1649,1420,3244,810,381,27708,23933,22628,20219
"Pobla de Mafumet, La-43109",1879,1754,4076,814,383,27690,24632,22564,20828
"Arboç, L-43016",2917,2486,5713,821,386,27639,24298,22963,20462
Alforja-43009,987,913,1965,878,395,27239,23944,22226,20400
"Espluga de Francolí, L-43054",2158,1991,3733,923,401,26857,23952,21959,20129
"Pla de Santa Maria, El-43108",1252,1156,2395,929,402,26814,23791,22113,19941
Bellvei-43024,1137,1004,2368,973,412,26475,23993,21903,20208
"Bisbal del Penedès, La-43028",2006,1804,4148,993,415,26367,22904,21854,19489
Santa Oliva-43140,1665,1446,3657,994,416,26366,23339,22036,20062
Cabra del Camp-43036,629,572,1282,1027,419,26145,23522,21603,19960
Roquetes-43133,4460,3992,8302,1030,420,26127,23087,21546,19581
Sant Carles de la Ràpita-43136,7855,6873,15046,1050,423,26001,22180,21481,19005
Albinyana-43002,1259,1125,2666,1078,427,25811,22917,21516,19444
Tivissa-43150,812,733,1635,1083,428,25780,21263,21315,18264
Sarral-43142,885,805,1606,1092,431,25753,22644,21149,19194
Gandesa-43064,1584,1434,3140,1099,432,25719,19738,21171,17352
Constantí-43047,3395,2967,6788,1159,436,25371,22904,21053,19485
Amposta-43014,11739,10378,22270,1208,440,25058,21026,20737,18240
Masdenverge-43078,602,527,1137,1293,445,24660,21262,20525,18332
Benissanet-43026,595,541,1159,1327,447,24509,20676,20217,17916
Alcanar-43004,5356,4785,9827,1331,448,24497,19184,20330,16964
"Montmell, El-43090",770,677,1887,1333,449,24485,22212,20578,19123
Xerta-43052,638,564,1164,1394,451,24160,21205,20231,18289
Deltebre-43901,6284,5432,11818,1403,452,24117,20294,20187,17745
Ulldecona-43156,3154,2731,6417,1444,454,23878,20147,19999,17661
"Sénia, La-43044",2766,2453,5623,1454,455,23832,19701,19879,17345
Corbera Ebre-43048,544,474,1011,1463,456,23746,18967,19937,16422
Camarles-43903,1788,1570,3332,1469,457,23705,19768,20004,17469
"Perelló, El-43104",1488,1333,2915,1532,459,23289,19118,19519,16947
"Aldea, L-43904",2219,1948,4445,1537,460,23253,20097,19590,17622
Santa Bàrbara-43138,1977,1779,3758,1557,461,23165,19470,19407,17165
Sant Jaume Enveja-43902,1791,1569,3661,1581,462,23034,20052,19354,17609
"Pinell de Brai, El-43106",518,461,1006,1861,463,21740,18366,18495,16069
Horta de Sant Joan-43071,582,521,1169,1928,464,21467,17451,18169,15639
Batea-43022,999,897,1869,2277,467,19794,15687,16983,14599
Agrupación municipios pequeños-43,20931,18873,40975,-,-,25721,21539,21231,18552
Comunitat Valenciana,2869274,2585870,5211612,,,27707,21284,22577,18463
Alicante/Alacant,987845,887100,1950357,,,25456,19535,20973,17147
Agost-03002,2555,2283,5067,137,8,36158,18204,28987,16063
Tibi-03129,1093,985,1808,322,15,32069,21659,25575,18514
Banyeres de Mariola-03021,4080,3576,7255,378,22,31350,21090,25313,18253
"Campello, el-03050",15951,14516,29993,413,25,30999,23489,24734,20190
Sant Joan Alacant-03119,13265,12192,25275,423,26,30841,23980,24708,20491
Mutxamel-03090,14454,13152,27078,471,31,30301,22733,24296,19529
Alicante/Alacant-03014,187610,170093,349282,562,37,29514,22749,23788,19643
Jávea/Xàbia-03082,14051,12547,29760,626,39,28998,19909,23658,17452
Ibi-03079,13388,11930,23920,683,45,28616,21354,23235,18347
Finestrat-03069,3635,3366,8836,688,46,28596,20157,23327,17731
San Vicente del Raspeig/Sant Vicent del Raspeig-03122,32293,28914,59928,849,56,27449,21965,22559,19036
Teulada-03128,5703,5129,12515,861,58,27370,18165,22405,16291
Aigües-03004,490,461,1146,877,61,27247,22585,22141,19471
Dénia-03063,23343,21282,45622,881,62,27227,20398,22281,17769
Altea-03018,11561,10510,23820,932,71,26795,20002,22137,17507
"Alfàs del Pi, l-03011",8740,8040,20518,1009,85,26224,19500,21705,17124
Cocentaina-03056,6274,5451,11309,1029,89,26128,20823,21489,18063
"Nucia, la-03094",9380,8649,18970,1035,91,26109,19869,21535,17435
Monforte del Cid-03088,4942,4509,8777,1036,92,26105,18030,21424,16045
Benissa-03041,6121,5448,12279,1060,95,25927,19499,21428,17121
Alcoy/Alcoi-03009,32245,29080,59493,1076,97,25822,21291,21225,18384
Biar-03043,2208,1989,3607,1098,100,25729,19916,21025,17263
Busot-03046,1686,1503,3534,1118,103,25595,20432,21192,17685
Muro de Alcoy-03092,5175,4564,9253,1137,106,25508,20459,20956,17678
Santa Pola-03121,17869,15977,37816,1145,108,25478,20438,21027,17849
Castalla-03053,6512,5759,11365,1154,110,25426,20499,20935,17638
Jijona/Xixona-03083,3918,3682,7032,1167,112,25280,19972,20846,17417
Polop-03107,2743,2516,5339,1172,113,25268,19175,21035,16841
Benidoleig-03030,639,568,1218,1182,115,25212,18156,20744,16214
Guardamar del Segura-03076,8013,7133,17328,1191,117,25148,19677,20788,17371
Novelda-03093,14259,12528,25771,1261,130,24809,20113,20355,17410
Calp-03047,11289,10293,25854,1280,137,24719,18992,20658,16779
"Villajoyosa/Vila Joiosa, la-03139",18383,16756,36093,1336,147,24451,19779,20440,17315
Elche/Elx-03065,121516,108341,238293,1345,148,24403,18683,20190,16498
Gata de Gorgos-03071,3267,2842,6515,1359,153,24347,19047,20110,16631
Benidorm-03031,32548,29917,72342,1363,155,24329,18499,20186,16355
"Poblets, els-03901",1417,1302,2763,1375,158,24256,19943,20290,17377
"Benitachell/Poble Nou de Benitatxell, el-03042",2225,1992,4858,1410,165,24098,18050,20179,16343
Beniarbeig-03026,1215,1105,2353,1438,169,23938,19703,20020,17418
Pedreguer-03101,4385,3969,8558,1449,172,23855,18860,19835,16566
Orihuela-03099,40756,36369,82449,1475,176,23653,17888,19651,16015
Onil-03096,4522,4104,7763,1476,177,23646,19970,19756,17426
Jacarilla-03080,1094,964,2108,1559,192,23161,18651,19298,16171
Sax-03123,5378,4744,10072,1586,198,23020,18555,19197,16341
Beneixama-03023,1101,998,1697,1588,199,23003,18892,19261,16785
Benferri-03025,1046,910,2023,1620,206,22851,19431,19274,16823
Pilar de la Horadada-03902,11314,10110,23428,1630,208,22809,17489,19143,15736
Petrer-03104,18505,16599,33914,1653,212,22726,17754,18903,15744
Villena-03140,18420,16504,34144,1670,214,22627,18702,18987,16376
Cañada-03052,720,631,1210,1684,218,22518,18765,18836,16541
Pego-03102,5917,5367,10485,1686,220,22512,18110,18890,15986
Xaló-03081,1511,1348,2964,1746,229,22245,17946,18955,16264
Callosa de Segura-03049,9888,8568,19484,1751,231,22242,17394,18721,15652
Aspe-03019,11049,9757,21473,1755,232,22214,18463,18651,16254
Ondara-03095,3780,3426,7308,1822,241,21891,18125,18444,16069
Orba-03097,1211,1093,2379,1825,243,21884,16682,18736,15272
Callosa en Sarrià-03048,3849,3514,7708,1851,249,21778,17285,18401,15540
Torrevieja-03133,37049,33167,89290,1874,253,21679,17172,18273,15514
Almoradí-03015,10570,9183,21874,1880,256,21666,17387,18191,15723
"Verger, el-03138",2396,2194,5101,1884,258,21657,17982,18284,15973
Relleu-03112,467,423,1248,1926,265,21481,17719,18220,15776
Elda-03066,26385,23645,53034,1929,266,21463,17045,18087,15355
Crevillent-03059,14906,12791,30191,1931,267,21460,17814,18196,15887
Cox-03058,4082,3591,7513,1951,268,21375,16245,17934,14829
Benijófar-03034,1655,1477,3473,1955,269,21357,17395,17980,15464
"Montesinos, Los-03903",2485,2263,5477,1980,273,21224,17320,18038,15481
"Pinós, el/Pinoso-03105",4142,3580,8281,2014,278,21102,17115,17964,15397
Monóvar/Monòver-03089,6011,5342,12542,2022,280,21063,17177,17848,15380
San Miguel de Salinas-03120,3032,2701,6798,2035,282,21015,16033,17764,14831
Rafal-03109,2272,2020,4800,2044,283,20949,17157,17768,15493
San Isidro-03904,1160,1022,2208,2053,284,20908,18634,17855,16442
Rojales-03113,7389,6635,17451,2055,285,20891,16253,17765,15032
Bigastro-03044,3683,3293,7361,2074,289,20784,17436,17615,15522
Daya Nueva-03061,962,856,1767,2080,290,20734,17198,17610,15528
Alcalalí-03006,740,669,1397,2090,291,20660,16158,17796,15057
Albatera-03005,6768,5851,13092,2106,292,20619,17186,17586,15496
"Fondó de les Neus, el/Hondón de las Nieves-03077",1430,1250,2698,2135,296,20476,16743,17479,15334
Salinas-03116,821,741,1733,2140,297,20448,17238,17352,15405
Benejúzar-03024,2705,2399,5625,2174,300,20248,17073,17176,15341
Catral-03055,4464,3950,9275,2222,302,20009,16798,17136,15150
Dolores-03064,3760,3288,7919,2223,303,20002,16682,17044,15106
Redován-03111,4223,3710,8183,2235,305,19957,17509,17092,15690
Algueña-03013,749,643,1395,2298,308,19698,17177,17023,15620
Parcent-03100,553,495,1003,2310,310,19632,16140,16975,14849
Beniarrés-03028,642,553,1089,2322,312,19560,16645,16986,15191
Granja de Rocamora-03074,1402,1243,2686,2352,313,19408,16419,16640,14962
"Romana, la-03114",1285,1102,2632,2364,314,19373,16869,16763,15036
San Fulgencio-03118,4128,3699,9443,2383,316,19252,15707,16701,14700
Formentera del Segura-03070,2037,1783,4618,2393,317,19192,16640,16596,15167
Algorfa-03012,1730,1513,3635,2396,318,19184,15843,16589,14796
Hondón de los Frailes-03078,621,535,1311,2537,322,18401,15780,16033,14821
Agrupación municipios pequeños-03,10639,9638,21062,-,-,22163,17884,18822,16075
Castellón/Castelló,349766,316860,603952,,,27646,21818,22502,18859
Benicasim/Benicàssim-12028,11592,10750,19951,61,5,41216,29281,31531,24323
Borriol-12031,3566,3275,5865,328,16,31968,24784,25248,20910
Castellón de la Plana/Castelló de la Plana-12040,107423,97643,176238,445,28,30606,24079,24543,20557
"Pobla Tornesa, la-12094",747,682,1309,464,30,30351,26797,24349,22250
Vilafamés-12128,1121,1027,1915,599,38,29212,23919,23724,20001
"Alcora, l-12005",6484,5625,10526,657,42,28797,25256,23388,21213
Vila-real-12135,30069,27008,51852,664,43,28742,22760,23135,19536
Oropesa del Mar/Orpesa-12085,5196,4686,10958,665,44,28739,19899,23246,17519
Onda-12084,15091,13390,25547,838,54,27510,23748,22424,20115
Alquerías del Niño Perdido-12901,2821,2605,4539,912,67,26977,20848,21946,18070
Ribesalbes-12095,679,596,1135,940,73,26705,23693,21912,19982
Borriana/Burriana-12032,19727,17873,35750,990,82,26387,21079,21594,18316
Almazora/Almassora-12009,15798,14330,27989,1005,83,26262,22224,21592,19026
Sant Joan de Moró-12902,2085,1845,3516,1115,102,25613,23781,21253,20373
Segorbe-12104,5361,4783,9425,1186,116,25187,20302,20849,17717
Peníscola/Peñíscola-12089,4256,3874,8449,1192,118,25147,18859,21064,16578
Betxí-12021,3548,3298,5580,1212,121,25045,20624,20598,17833
Almenara-12011,3717,3481,6591,1216,122,25019,19458,20600,16903
Nules-12082,8283,7625,13827,1239,126,24898,20240,20582,17718
Lucena del Cid-12072,782,698,1369,1246,127,24859,22799,20829,19627
San Jordi/San Jorge-12099,574,522,1249,1254,129,24840,20404,20802,18107
Vinaròs-12138,16619,14947,29686,1264,132,24794,19558,20612,17217
"Vall Uixó, la-12126",18522,16725,31611,1275,135,24734,20386,20517,17742
Moncofa-12077,4279,3919,7747,1287,138,24699,20387,20452,17739
Atzeneta del Maestrat-12001,757,695,1319,1297,139,24636,19548,20568,17073
Soneja-12106,930,835,1508,1306,141,24611,21160,20590,18127
Morella-12080,1551,1473,2492,1328,145,24503,19309,20622,17198
Chilches/Xilxes-12053,1682,1571,2981,1372,156,24274,19975,20260,17221
Benicarló-12027,15474,13923,28681,1406,164,24109,18747,20152,16577
Sant Mateu-12100,1138,1023,1987,1507,183,23466,19560,19711,17162
Vall Alba-12124,1573,1420,3054,1511,184,23439,20128,19596,17580
Jérica-12071,950,856,1794,1602,200,22940,18964,19283,16889
"Vilavella, la-12136",2042,1897,3074,1613,203,22894,17778,19111,15926
Viver-12140,914,805,1683,1622,207,22849,18342,19214,16346
Alcalà de Xivert-12004,3978,3590,7160,1696,222,22469,17418,18976,15639
Càlig-12034,1116,1002,2013,1748,230,22244,18741,18824,16333
Albocàsser-12003,728,654,1302,1787,237,22066,17687,18684,15732
Altura-12012,2170,1879,3695,1827,244,21880,18529,18528,16062
Villafranca del Cid/Vilafranca-12129,1301,1232,2148,1830,246,21874,18251,18938,16529
Benlloch-12029,576,520,1108,1849,248,21796,17889,18577,16269
Cabanes-12033,1705,1556,3222,1854,250,21760,18572,18487,16587
Artana-12016,1225,1143,1980,1879,255,21667,17476,18379,15884
"Coves de Vinromà, les-12050",1083,959,1831,1895,260,21615,17861,18625,16234
Benasal-12026,632,587,1026,1985,274,21206,17686,18260,16009
Sierra Engarcerán-12105,582,522,1045,1986,275,21204,17300,17870,15783
Torreblanca-12117,3009,2699,5630,2126,295,20528,17226,17612,15489
"Llosa, la-12074",534,498,1003,2282,307,19758,16681,16973,15028
Traiguera-12121,693,630,1336,2304,309,19661,15917,16912,14881
Agrupación municipios pequeños-12,15083,13684,28256,-,-,21762,17778,18564,16059
Valencia/València,1531663,1381910,2657303,,,29165,22348,23623,19282
Rocafort-46216,4237,3922,7570,9,1,61226,31946,45037,26231
Godella-46135,7255,6672,13414,27,2,48008,31344,36701,26066
Bétera-46070,14915,13550,26759,36,3,45517,25852,33977,21933
San Antonio de Benagéber-46903,5687,5221,10200,60,4,41222,32373,31765,26731
"Eliana, l-46116",10816,9841,19054,66,6,40828,30881,31774,25492
"Puig de Santa Maria, el-46204",5189,4745,8992,91,7,38146,25406,30136,21504
Alboraya-46013,15003,13786,25792,144,9,35970,28178,28437,23597
Puçol-46205,11838,10743,20731,147,10,35780,24025,27893,20474
Valencia-46250,493727,451188,807693,240,11,33491,24937,26569,21270
Canet En Berenguer-46082,3986,3655,7265,260,12,33172,28754,26657,23825
Daimús-46113,1948,1807,3348,275,13,32841,21401,26394,18590
Benirredrà-46066,863,791,1571,296,14,32437,23259,25784,20061
Albaida-46006,3181,2829,6102,332,17,31897,19760,25704,17043
Paterna-46190,40541,36660,73488,340,18,31760,24157,25384,20650
