RESULTADOS ELECTORALES POR MUNICIPIO;;;;;;;;;;EH BILDU...(E24);EH BILDU...(E24);EH BILDU...(E24);PSOE;PSOE;PSOE;EAJ-PNV... (E24);EAJ-PNV... (E24);EAJ-PNV... (E24);PP;PP;PP;SUMAR... (E24);SUMAR... (E24);SUMAR... (E24);PODEMOS;PODEMOS;PODEMOS;VOX;VOX;VOX;SE ACABO LA FIESTA;SE ACABO LA FIESTA;SE ACABO LA FIESTA;PACMA;PACMA;PACMA;FO;FO;FO;IE;IE;IE;PFAC;PFAC;PFAC;EB-AZ;EB-AZ;EB-AZ;Cs;Cs;Cs;IZQESP;IZQESP;IZQESP;EXISTE;EXISTE;EXISTE;PCTE / ELAK;PCTE / ELAK;PCTE / ELAK;PCPE/PCPC;PCPE/PCPC;PCPE/PCPC;PIRATES/REBELDES;PIRATES/REBELDES;PIRATES/REBELDES;JUNTS UE;JUNTS UE;JUNTS UE;VOLT;VOLT;VOLT;RECORTES CERO;RECORTES CERO;RECORTES CERO;PH;PH;PH;CREE EN EUROPA;CREE EN EUROPA;CREE EN EUROPA;SAE;SAE;SAE;CRT;CRT;CRT;F;F;F;PMR;PMR;PMR;PREPAL;PREPAL;PREPAL;FE-JONS;FE-JONS;FE-JONS;GLG;GLG;GLG;ANDALUCISTAS;ANDALUCISTAS;ANDALUCISTAS;J.U.E.X.;J.U.E.X.;J.U.E.X.;EXTREMEÑOS;EXTREMEÑOS;EXTREMEÑOS
TH;Municipio;Cód. Municipio;Censo;Votos;Nulos;Válidos;Blancos;V. Candidaturas;Abstención;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos
Bizkaia;LAUKIZ;"	053";978;599;5;594;6;588;379;127;21.6;21.38;53;9.01;8.92;274;46.6;46.13;79;13.44;13.3;4;0.68;0.67;6;1.02;1.01;25;4.25;4.21;15;2.55;2.53;2;0.34;0.34;0;0.0;0.0;1;0.17;0.17;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.17;0.17;1;0.17;0.17;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;LEIOA;"	054";25478;13238;55;13183;86;13097;12240;2220;16.95;16.84;3599;27.48;27.3;3424;26.14;25.97;1804;13.77;13.68;541;4.13;4.1;476;3.63;3.61;410;3.13;3.11;358;2.73;2.72;76;0.58;0.58;45;0.34;0.34;18;0.14;0.14;15;0.11;0.11;19;0.15;0.14;15;0.11;0.11;13;0.1;0.1;10;0.08;0.08;3;0.02;0.02;9;0.07;0.07;7;0.05;0.05;2;0.02;0.02;1;0.01;0.01;9;0.07;0.07;1;0.01;0.01;3;0.02;0.02;2;0.02;0.02;2;0.02;0.02;1;0.01;0.01;3;0.02;0.02;1;0.01;0.01;2;0.02;0.02;3;0.02;0.02;1;0.01;0.01;3;0.02;0.02;1;0.01;0.01
Bizkaia;LEKEITIO;"	057";5742;3377;11;3366;17;3349;2365;1850;55.24;54.96;208;6.21;6.18;1131;33.77;33.6;57;1.7;1.69;29;0.87;0.86;41;1.22;1.22;10;0.3;0.3;3;0.09;0.09;2;0.06;0.06;7;0.21;0.21;1;0.03;0.03;1;0.03;0.03;2;0.06;0.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;3;0.09;0.09;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;LEMOA;"	055";2603;1388;9;1379;3;1376;1215;491;35.68;35.61;179;13.01;12.98;547;39.75;39.67;58;4.22;4.21;21;1.53;1.52;21;1.53;1.52;20;1.45;1.45;26;1.89;1.89;4;0.29;0.29;3;0.22;0.22;0;0.0;0.0;1;0.07;0.07;2;0.15;0.15;0;0.0;0.0;1;0.07;0.07;0;0.0;0.0;1;0.07;0.07;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.07;0.07;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;LEMOIZ;"	056";1054;598;3;595;3;592;456;240;40.54;40.34;45;7.6;7.56;228;38.51;38.32;11;1.86;1.85;18;3.04;3.03;18;3.04;3.03;10;1.69;1.68;1;0.17;0.17;13;2.2;2.18;0;0.0;0.0;4;0.68;0.67;1;0.17;0.17;0;0.0;0.0;1;0.17;0.17;0;0.0;0.0;1;0.17;0.17;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.17;0.17;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;LEZAMA;"	081";1932;1207;7;1200;4;1196;725;330;27.59;27.5;164;13.71;13.67;588;49.16;49.0;44;3.68;3.67;12;1.0;1.0;17;1.42;1.42;18;1.51;1.5;8;0.67;0.67;4;0.33;0.33;1;0.08;0.08;3;0.25;0.25;0;0.0;0.0;2;0.17;0.17;1;0.08;0.08;1;0.08;0.08;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.08;0.08;0;0.0;0.0;0;0.0;0.0;1;0.08;0.08;0;0.0;0.0;0;0.0;0.0;1;0.08;0.08;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;LOIU;"	903";1841;1096;12;1084;4;1080;745;197;18.24;18.17;147;13.61;13.56;509;47.13;46.96;134;12.41;12.36;18;1.67;1.66;11;1.02;1.01;28;2.59;2.58;15;1.39;1.38;11;1.02;1.01;2;0.19;0.18;1;0.09;0.09;1;0.09;0.09;1;0.09;0.09;2;0.19;0.18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.09;0.09;0;0.0;0.0;0;0.0;0.0;1;0.09;0.09;0;0.0;0.0;1;0.09;0.09;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MALLABIA;"	058";922;522;2;520;1;519;400;264;50.87;50.77;68;13.1;13.08;143;27.55;27.5;16;3.08;3.08;3;0.58;0.58;10;1.93;1.92;7;1.35;1.35;0;0.0;0.0;2;0.39;0.38;0;0.0;0.0;1;0.19;0.19;3;0.58;0.58;0;0.0;0.0;0;0.0;0.0;1;0.19;0.19;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.19;0.19;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MAÑARIA;"	059";408;268;1;267;1;266;140;130;48.87;48.69;14;5.26;5.24;106;39.85;39.7;8;3.01;3.0;3;1.13;1.12;2;0.75;0.75;1;0.38;0.37;1;0.38;0.37;1;0.38;0.37;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MARKINA-XEMEIN;"	060";3626;1811;7;1804;2;1802;1815;870;48.28;48.23;109;6.05;6.04;707;39.23;39.19;42;2.33;2.33;27;1.5;1.5;21;1.17;1.16;8;0.44;0.44;4;0.22;0.22;1;0.06;0.06;1;0.06;0.06;5;0.28;0.28;1;0.06;0.06;3;0.17;0.17;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.06;0.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.06;0.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.06;0.06;0;0.0;0.0;0;0.0;0.0
Bizkaia;MARURI-JATABE;"	061";858;526;2;524;1;523;332;132;25.24;25.19;74;14.15;14.12;217;41.49;41.41;32;6.12;6.11;15;2.87;2.86;14;2.68;2.67;8;1.53;1.53;14;2.68;2.67;3;0.57;0.57;5;0.96;0.95;5;0.96;0.95;1;0.19;0.19;1;0.19;0.19;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.38;0.38;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MENDATA;"	062";311;206;;206;;206;105;91;44.17;44.17;4;1.94;1.94;99;48.06;48.06;1;0.49;0.49;3;1.46;1.46;3;1.46;1.46;2;0.97;0.97;0;0.0;0.0;2;0.97;0.97;1;0.49;0.49;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MENDEXA;"	063";347;198;;198;1;197;149;112;56.85;56.57;15;7.61;7.58;55;27.92;27.78;2;1.02;1.01;6;3.05;3.03;0;0.0;0.0;0;0.0;0.0;2;1.02;1.01;5;2.54;2.53;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MEÑAKA;"	064";634;379;;379;;379;255;189;49.87;49.87;29;7.65;7.65;127;33.51;33.51;9;2.37;2.37;7;1.85;1.85;9;2.37;2.37;1;0.26;0.26;2;0.53;0.53;0;0.0;0.0;0;0.0;0.0;4;1.06;1.06;1;0.26;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.26;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MORGA;"	066";362;219;;219;2;217;143;81;37.33;36.99;12;5.53;5.48;113;52.07;51.6;1;0.46;0.46;1;0.46;0.46;7;3.23;3.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.46;0.46;0;0.0;0.0;1;0.46;0.46;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MUNDAKA;"	068";1527;941;3;938;4;934;586;384;41.11;40.94;79;8.46;8.42;394;42.18;42.0;24;2.57;2.56;22;2.36;2.35;15;1.61;1.6;6;0.64;0.64;0;0.0;0.0;2;0.21;0.21;1;0.11;0.11;0;0.0;0.0;1;0.11;0.11;3;0.32;0.32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.11;0.11;0;0.0;0.0;0;0.0;0.0;1;0.11;0.11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.11;0.11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MUNGIA;"	069";13487;6932;27;6905;29;6876;6555;1801;26.19;26.08;1043;15.17;15.1;2583;37.57;37.41;661;9.61;9.57;166;2.41;2.4;174;2.53;2.52;144;2.09;2.09;163;2.37;2.36;28;0.41;0.41;12;0.17;0.17;24;0.35;0.35;24;0.35;0.35;6;0.09;0.09;14;0.2;0.2;1;0.01;0.01;5;0.07;0.07;3;0.04;0.04;1;0.01;0.01;10;0.15;0.14;4;0.06;0.06;1;0.01;0.01;2;0.03;0.03;1;0.01;0.01;1;0.01;0.01;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;4;0.06;0.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MUNICIPIO CERA BIZKAIA;"	999";43232;1833;9;1824;35;1789;41399;234;13.08;12.83;412;23.03;22.59;291;16.27;15.95;342;19.12;18.75;99;5.53;5.43;94;5.25;5.15;196;10.96;10.75;35;1.96;1.92;15;0.84;0.82;4;0.22;0.22;7;0.39;0.38;6;0.34;0.33;3;0.17;0.16;15;0.84;0.82;6;0.34;0.33;5;0.28;0.27;3;0.17;0.16;1;0.06;0.05;3;0.17;0.16;1;0.06;0.05;7;0.39;0.38;0;0.0;0.0;2;0.11;0.11;3;0.17;0.16;1;0.06;0.05;1;0.06;0.05;1;0.06;0.05;0;0.0;0.0;2;0.11;0.11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MUNITIBAR-ARBATZEGI GERRIKAITZ-;"	007";394;211;;211;3;208;183;134;64.42;63.51;7;3.37;3.32;53;25.48;25.12;2;0.96;0.95;1;0.48;0.47;5;2.4;2.37;1;0.48;0.47;0;0.0;0.0;2;0.96;0.95;0;0.0;0.0;1;0.48;0.47;1;0.48;0.47;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.48;0.47;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MURUETA;"	908";266;190;1;189;2;187;76;79;42.25;41.8;14;7.49;7.41;87;46.52;46.03;1;0.53;0.53;1;0.53;0.53;1;0.53;0.53;2;1.07;1.06;2;1.07;1.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MUSKIZ;"	071";5968;3253;27;3226;17;3209;2715;656;20.44;20.33;1147;35.74;35.55;928;28.92;28.77;148;4.61;4.59;80;2.49;2.48;77;2.4;2.39;71;2.21;2.2;62;1.93;1.92;18;0.56;0.56;4;0.12;0.12;4;0.12;0.12;2;0.06;0.06;2;0.06;0.06;3;0.09;0.09;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;2;0.06;0.06;1;0.03;0.03;2;0.06;0.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;MUXIKA;"	067";1190;659;;659;3;656;531;361;55.03;54.78;53;8.08;8.04;194;29.57;29.44;14;2.13;2.12;14;2.13;2.12;7;1.07;1.06;1;0.15;0.15;4;0.61;0.61;2;0.3;0.3;2;0.3;0.3;1;0.15;0.15;0;0.0;0.0;0;0.0;0.0;1;0.15;0.15;1;0.15;0.15;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.15;0.15;0;0.0;0.0
Bizkaia;NABARNIZ;"	909";216;152;1;151;1;150;64;93;62.0;61.59;5;3.33;3.31;45;30.0;29.8;0;0.0;0.0;1;0.67;0.66;2;1.33;1.32;0;0.0;0.0;1;0.67;0.66;1;0.67;0.66;0;0.0;0.0;2;1.33;1.32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ONDARROA;"	073";6540;3407;10;3397;17;3380;3133;1781;52.69;52.43;268;7.93;7.89;1069;31.63;31.47;90;2.66;2.65;36;1.07;1.06;70;2.07;2.06;23;0.68;0.68;7;0.21;0.21;20;0.59;0.59;4;0.12;0.12;1;0.03;0.03;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;3;0.09;0.09;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;3;0.09;0.09;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0
Bizkaia;OROZKO;"	075";2120;1151;6;1145;6;1139;969;429;37.66;37.47;112;9.83;9.78;440;38.63;38.43;64;5.62;5.59;19;1.67;1.66;25;2.19;2.18;18;1.58;1.57;12;1.05;1.05;3;0.26;0.26;4;0.35;0.35;2;0.18;0.17;2;0.18;0.17;1;0.09;0.09;1;0.09;0.09;0;0.0;0.0;1;0.09;0.09;0;0.0;0.0;2;0.18;0.17;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.09;0.09;0;0.0;0.0;3;0.26;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ORTUELLA;"	083";6922;3376;17;3359;26;3333;3546;723;21.69;21.52;1217;36.51;36.23;736;22.08;21.91;179;5.37;5.33;150;4.5;4.47;153;4.59;4.55;77;2.31;2.29;49;1.47;1.46;9;0.27;0.27;11;0.33;0.33;4;0.12;0.12;7;0.21;0.21;2;0.06;0.06;2;0.06;0.06;3;0.09;0.09;0;0.0;0.0;2;0.06;0.06;3;0.09;0.09;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;2;0.06;0.06;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;OTXANDIO;"	072";953;558;;558;1;557;395;338;60.68;60.57;25;4.49;4.48;166;29.8;29.75;12;2.15;2.15;4;0.72;0.72;6;1.08;1.08;0;0.0;0.0;2;0.36;0.36;1;0.18;0.18;0;0.0;0.0;0;0.0;0.0;1;0.18;0.18;1;0.18;0.18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.18;0.18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;PLENTZIA;"	077";3453;1968;2;1966;3;1963;1485;586;29.85;29.81;342;17.42;17.4;619;31.53;31.49;171;8.71;8.7;55;2.8;2.8;68;3.46;3.46;41;2.09;2.09;36;1.83;1.83;18;0.92;0.92;1;0.05;0.05;5;0.25;0.25;5;0.25;0.25;0;0.0;0.0;4;0.2;0.2;0;0.0;0.0;1;0.05;0.05;0;0.0;0.0;0;0.0;0.0;5;0.25;0.25;0;0.0;0.0;3;0.15;0.15;0;0.0;0.0;0;0.0;0.0;1;0.05;0.05;2;0.1;0.1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;PORTUGALETE;"	078";36266;18048;84;17964;101;17863;18218;2876;16.1;16.01;7198;40.3;40.07;3328;18.63;18.53;2006;11.23;11.17;743;4.16;4.14;601;3.36;3.35;410;2.3;2.28;325;1.82;1.81;95;0.53;0.53;55;0.31;0.31;24;0.13;0.13;20;0.11;0.11;54;0.3;0.3;14;0.08;0.08;10;0.06;0.06;11;0.06;0.06;27;0.15;0.15;15;0.08;0.08;9;0.05;0.05;1;0.01;0.01;10;0.06;0.06;7;0.04;0.04;6;0.03;0.03;0;0.0;0.0;3;0.02;0.02;1;0.01;0.01;3;0.02;0.02;2;0.01;0.01;1;0.01;0.01;1;0.01;0.01;4;0.02;0.02;1;0.01;0.01;1;0.01;0.01;1;0.01;0.01
Bizkaia;SANTURTZI;"	082";36957;18262;85;18177;101;18076;18695;3822;21.14;21.03;6425;35.54;35.35;3668;20.29;20.18;1725;9.54;9.49;729;4.03;4.01;566;3.13;3.11;447;2.47;2.46;333;1.84;1.83;80;0.44;0.44;77;0.43;0.42;18;0.1;0.1;28;0.15;0.15;26;0.14;0.14;18;0.1;0.1;12;0.07;0.07;13;0.07;0.07;15;0.08;0.08;22;0.12;0.12;8;0.04;0.04;1;0.01;0.01;9;0.05;0.05;4;0.02;0.02;1;0.01;0.01;6;0.03;0.03;1;0.01;0.01;5;0.03;0.03;2;0.01;0.01;4;0.02;0.02;4;0.02;0.02;4;0.02;0.02;2;0.01;0.01;0;0.0;0.0;1;0.01;0.01;0;0.0;0.0
Bizkaia;SESTAO;"	084";21105;10088;62;10026;63;9963;11017;2024;20.32;20.19;3981;39.96;39.71;1731;17.37;17.27;857;8.6;8.55;405;4.07;4.04;330;3.31;3.29;219;2.2;2.18;167;1.68;1.67;84;0.84;0.84;24;0.24;0.24;7;0.07;0.07;11;0.11;0.11;20;0.2;0.2;13;0.13;0.13;12;0.12;0.12;7;0.07;0.07;15;0.15;0.15;5;0.05;0.05;12;0.12;0.12;3;0.03;0.03;5;0.05;0.05;4;0.04;0.04;2;0.02;0.02;1;0.01;0.01;4;0.04;0.04;2;0.02;0.02;1;0.01;0.01;1;0.01;0.01;2;0.02;0.02;2;0.02;0.02;4;0.04;0.04;2;0.02;0.02;1;0.01;0.01;5;0.05;0.05
Bizkaia;SONDIKA;"	904";3641;2103;11;2092;17;2075;1538;501;24.14;23.95;403;19.42;19.26;808;38.94;38.62;166;8.0;7.93;36;1.73;1.72;51;2.46;2.44;41;1.98;1.96;38;1.83;1.82;5;0.24;0.24;3;0.14;0.14;1;0.05;0.05;3;0.14;0.14;1;0.05;0.05;0;0.0;0.0;2;0.1;0.1;2;0.1;0.1;3;0.14;0.14;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.05;0.05;0;0.0;0.0;0;0.0;0.0;9;0.43;0.43;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.05;0.05;0;0.0;0.0;0;0.0;0.0
