TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,HB,EB,CDS,EKA,AR,LVE,PH,ARM-ADE,PTE-UC,FE-JONS,PCPE-EHAC,F.N.,UNA,CIU,BNG,LA,P.A.,CSD,EE...(E89),FPR,PNV...(E89),AV-MEC,BACTERIA,PED,EA...(E89),EPV,PST-PORE,PV,IDE,LB
BIZKAIA,014,BARRIKA,1,1,U,590,333,2,331,1,330,257,14,13,89,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,27,0,177,0,0,0,0,0,1,,0,1
BIZKAIA,015,BASAURI,1,1,U,608,332,0,332,2,330,276,79,19,58,11,10,0,0,6,0,6,7,0,0,0,1,0,0,1,0,1,30,1,73,0,0,0,26,1,0,,0,0
BIZKAIA,015,BASAURI,1,2,U,1003,483,6,477,5,472,520,189,24,48,23,19,1,0,7,3,6,8,0,7,1,1,0,0,2,0,5,37,0,71,0,0,0,15,1,2,,1,1
BIZKAIA,015,BASAURI,1,3,U,876,552,5,547,2,545,324,123,42,104,17,14,0,0,3,0,6,1,1,0,1,0,0,0,0,0,0,45,0,151,1,0,0,31,0,2,,0,3
BIZKAIA,015,BASAURI,1,4,U,961,499,9,490,2,488,462,80,55,91,11,9,0,0,8,3,15,2,3,0,1,0,0,1,0,0,3,41,0,118,2,0,0,40,2,1,,0,2
BIZKAIA,015,BASAURI,1,5,U,995,584,7,577,7,570,411,162,43,73,14,11,0,1,1,0,15,12,0,1,1,0,1,1,0,0,5,63,1,134,0,0,1,23,4,1,,0,2
BIZKAIA,015,BASAURI,1,6,A,629,342,5,337,6,331,287,82,12,59,17,26,0,0,5,1,7,3,0,3,0,0,1,0,0,1,6,30,0,65,1,0,0,11,0,0,,1,0
BIZKAIA,015,BASAURI,1,6,B,605,361,4,357,3,354,244,105,29,54,10,15,0,0,6,1,11,1,0,0,0,0,0,0,0,1,3,37,0,63,0,0,0,15,0,1,,0,2
BIZKAIA,015,BASAURI,1,7,U,937,517,7,510,7,503,420,166,25,83,17,19,0,1,5,0,2,10,1,0,1,1,0,1,0,0,3,45,0,85,3,0,1,28,0,2,,0,4
BIZKAIA,015,BASAURI,1,8,A,890,488,7,481,3,478,402,154,35,75,16,22,0,0,2,0,6,5,0,0,0,0,0,0,0,0,2,45,0,90,0,0,0,24,0,0,,0,2
BIZKAIA,015,BASAURI,1,8,B,867,468,3,465,5,460,399,142,26,63,16,23,0,0,4,2,10,10,0,0,0,0,0,0,0,1,6,57,0,74,1,0,0,20,0,0,,3,2
BIZKAIA,015,BASAURI,1,9,A,670,330,5,325,4,321,340,95,19,54,11,8,0,0,6,0,0,6,0,0,0,0,0,0,0,0,3,46,1,58,0,0,1,13,0,0,,0,0
BIZKAIA,015,BASAURI,1,9,B,726,388,3,385,3,382,338,97,37,49,11,23,0,1,6,0,7,5,0,0,0,0,0,0,0,1,8,60,0,61,1,0,0,11,2,1,,0,1
BIZKAIA,015,BASAURI,1,10,A,727,372,4,368,5,363,355,135,16,58,19,14,0,0,4,1,2,4,0,2,0,0,0,0,0,1,1,37,3,48,1,0,1,15,1,0,,0,0
BIZKAIA,015,BASAURI,1,10,B,779,394,2,392,2,390,385,129,10,49,15,24,0,0,8,2,5,10,0,1,0,0,0,0,0,1,1,34,2,71,0,0,1,21,2,1,,0,3
BIZKAIA,015,BASAURI,1,11,U,1273,662,2,660,10,650,611,263,21,85,29,38,0,0,1,3,11,10,0,0,0,0,1,0,0,0,5,75,1,81,0,0,0,20,0,1,,0,5
BIZKAIA,015,BASAURI,1,12,U,704,412,0,412,3,409,292,122,11,81,20,7,0,1,2,0,2,1,0,0,0,0,0,1,0,0,0,39,0,94,1,0,0,25,1,0,,0,1
BIZKAIA,015,BASAURI,2,1,U,716,455,4,451,0,451,261,56,27,77,5,9,0,0,1,1,5,0,0,0,0,0,0,0,0,1,1,32,19,160,0,0,0,56,0,1,,0,0
BIZKAIA,015,BASAURI,2,2,U,932,551,8,543,5,538,381,99,29,101,15,25,0,0,6,0,0,11,0,1,0,1,0,0,0,0,0,50,1,151,0,0,0,45,0,0,,0,3
BIZKAIA,015,BASAURI,2,3,U,1101,686,0,686,7,679,415,0,33,110,8,16,0,0,2,1,7,8,0,0,1,0,0,0,0,2,0,62,0,257,0,0,0,70,3,98,,0,1
BIZKAIA,015,BASAURI,2,4,A,665,389,4,385,7,378,276,70,16,58,9,7,0,0,3,1,2,9,0,1,0,0,0,0,0,0,0,60,1,116,0,0,0,21,1,0,,1,2
BIZKAIA,015,BASAURI,2,4,B,614,343,7,336,4,332,271,101,16,53,7,6,0,1,5,1,5,3,0,1,0,0,0,0,0,0,1,45,0,66,0,0,0,19,0,1,,0,1
BIZKAIA,015,BASAURI,2,5,U,1085,672,20,652,4,648,413,144,38,109,6,11,1,0,6,3,5,7,0,1,0,0,0,0,0,0,5,62,0,182,0,0,0,63,2,0,,1,2
BIZKAIA,015,BASAURI,2,6,U,1034,622,9,613,12,601,412,243,23,71,18,27,0,0,5,0,7,6,0,2,1,0,0,0,1,1,2,49,0,105,4,0,0,28,1,1,,1,5
BIZKAIA,015,BASAURI,2,7,U,1035,633,5,628,6,622,402,97,37,116,5,15,0,0,8,1,10,5,0,0,0,0,1,0,1,0,1,62,0,197,2,0,0,63,0,1,,0,0
BIZKAIA,015,BASAURI,2,8,U,902,519,6,513,1,512,383,111,31,99,16,21,0,1,6,1,3,11,0,0,0,0,0,0,0,0,2,54,0,129,0,0,0,25,0,0,,0,2
BIZKAIA,015,BASAURI,2,9,U,765,459,9,450,3,447,306,87,24,95,11,15,0,0,1,2,4,10,0,1,0,0,0,0,0,3,3,47,0,110,2,0,0,28,0,1,,0,3
BIZKAIA,015,BASAURI,2,10,U,849,509,4,505,5,500,340,148,15,90,9,13,0,0,2,0,8,5,0,3,0,1,0,0,0,1,2,69,0,88,0,0,0,43,0,0,,0,3
BIZKAIA,015,BASAURI,2,11,U,609,394,3,391,1,390,215,59,16,97,12,4,0,0,1,1,10,0,1,3,0,0,1,0,0,0,0,44,0,106,0,0,0,33,0,0,,0,2
BIZKAIA,015,BASAURI,2,12,U,1132,629,4,625,7,618,503,139,18,124,10,17,0,2,5,6,11,1,5,1,0,2,0,0,0,0,3,48,0,183,0,0,0,40,0,2,,0,1
BIZKAIA,015,BASAURI,2,13,U,1340,850,11,839,9,830,490,231,49,161,10,23,0,0,9,3,9,10,1,2,0,1,0,0,0,0,0,88,1,173,0,0,1,55,2,0,,0,1
BIZKAIA,015,BASAURI,2,14,U,1083,627,4,623,3,620,456,171,12,140,8,31,0,0,3,0,9,20,0,1,2,0,0,0,0,0,1,45,0,130,0,0,0,41,0,2,,0,4
BIZKAIA,015,BASAURI,2,15,U,1275,783,13,770,6,764,492,159,51,102,6,44,0,0,6,2,10,17,0,0,0,0,0,0,0,1,4,92,0,219,1,0,0,44,1,0,,0,5
BIZKAIA,015,BASAURI,2,16,U,776,385,1,384,3,381,391,85,13,90,11,10,0,0,0,0,4,5,2,0,0,1,0,1,1,0,0,29,0,94,1,0,0,31,0,1,,0,2
BIZKAIA,015,BASAURI,2,17,U,671,451,3,448,4,444,220,53,18,69,2,12,0,0,2,1,2,6,0,2,0,0,0,0,0,0,0,48,0,176,0,0,0,51,1,0,,0,1
BIZKAIA,015,BASAURI,2,18,U,954,561,6,555,8,547,393,210,36,88,8,11,1,0,5,4,4,12,2,1,0,1,0,1,1,0,3,46,2,85,2,0,0,24,0,0,,0,0
BIZKAIA,015,BASAURI,3,1,A,722,383,7,376,2,374,339,122,10,73,9,20,0,0,2,3,5,8,0,0,0,0,0,0,0,3,4,36,0,49,0,0,0,24,4,1,,0,1
BIZKAIA,015,BASAURI,3,1,B,667,368,3,365,1,364,299,117,10,50,9,20,0,0,3,7,1,8,1,1,0,0,0,0,0,1,1,42,0,65,0,0,0,24,2,0,,0,2
BIZKAIA,015,BASAURI,3,2,U,862,475,6,469,1,468,387,152,18,66,10,31,3,0,9,2,1,3,0,0,0,0,0,0,0,0,2,48,0,93,0,0,0,26,0,2,,0,2
BIZKAIA,015,BASAURI,3,3,U,506,271,6,265,4,261,235,65,11,44,9,7,0,0,2,3,5,9,0,0,0,0,0,1,0,0,1,14,1,73,0,0,0,15,0,1,,0,0
BIZKAIA,015,BASAURI,3,4,U,605,338,1,337,3,334,267,89,12,54,12,15,0,0,4,4,3,9,0,0,0,0,2,0,0,0,2,36,1,75,1,0,0,13,0,0,,1,1
BIZKAIA,015,BASAURI,4,1,A,892,498,6,492,9,483,394,99,18,105,23,12,1,1,4,3,3,7,0,0,0,0,0,0,0,1,2,48,0,121,2,0,0,30,1,2,,0,0
BIZKAIA,015,BASAURI,4,1,B,952,515,6,509,4,505,437,140,24,97,21,14,0,1,9,1,9,11,0,0,0,0,0,0,0,0,1,48,1,93,2,0,0,29,0,1,,1,2
BIZKAIA,015,BASAURI,5,1,A,705,409,1,408,2,406,296,78,1,105,5,3,0,0,4,0,1,3,1,2,0,0,0,0,0,0,1,40,0,117,0,0,0,40,1,0,,1,3
BIZKAIA,015,BASAURI,5,1,B,687,406,0,406,8,398,281,61,7,84,7,5,0,0,2,0,7,3,0,0,0,0,0,0,0,0,0,45,1,129,0,0,0,46,0,0,,1,0
BIZKAIA,015,BASAURI,5,2,U,853,511,9,502,2,500,342,151,6,124,24,14,0,0,1,2,4,19,0,0,1,1,0,0,0,0,3,55,0,64,0,0,0,29,0,1,,0,1
BIZKAIA,015,BASAURI,5,3,U,907,507,10,497,4,493,400,104,15,115,35,5,0,1,8,2,7,14,0,1,0,0,0,0,0,1,3,73,0,73,0,0,0,27,1,2,,3,3
BIZKAIA,016,BERANGO,1,1,U,829,539,3,536,2,534,290,61,11,127,4,12,0,0,0,0,13,0,0,2,0,1,0,0,0,0,0,24,2,200,0,0,1,73,0,2,,0,2
BIZKAIA,016,BERANGO,1,2,A,538,370,3,367,8,359,168,37,5,70,6,5,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,35,0,157,0,0,0,40,0,0,,0,0
BIZKAIA,016,BERANGO,1,2,B,567,356,6,350,5,345,211,44,8,52,4,3,0,0,2,0,3,4,0,0,0,0,0,0,0,0,1,59,1,116,0,0,0,43,1,4,,0,0
