TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,HB,EB,CDS,EKA,AR,LVE,PH,ARM-ADE,PTE-UC,FE-JONS,PCPE-EHAC,F.N.,UNA,CIU,BNG,LA,P.A.,CSD,EE...(E89),FPR,PNV...(E89),AV-MEC,BACTERIA,PED,EA...(E89),EPV,PST-PORE,PV,IDE,LB
BIZKAIA,044,GETXO,3,5,A,752,438,2,436,6,430,314,41,113,22,2,0,0,0,3,0,30,0,0,0,3,0,0,0,0,0,10,32,0,133,1,0,0,36,2,0,,0,2
BIZKAIA,044,GETXO,3,5,B,724,394,0,394,2,392,330,36,111,20,4,11,0,0,5,1,13,1,1,0,3,0,0,0,0,1,0,37,0,108,0,0,0,37,0,1,,0,2
BIZKAIA,044,GETXO,3,6,U,1110,697,4,693,10,683,413,42,142,64,3,22,0,0,9,0,22,2,0,1,4,0,0,1,0,0,1,63,0,256,0,0,0,46,4,0,,0,1
BIZKAIA,044,GETXO,3,7,U,648,389,8,381,3,378,259,54,40,50,4,14,1,0,6,2,9,3,0,1,0,0,0,0,0,0,0,42,0,102,2,0,0,48,0,0,,0,0
BIZKAIA,044,GETXO,3,8,U,1110,677,2,675,4,671,433,104,36,135,4,19,0,0,8,0,9,10,0,1,0,0,0,0,0,1,2,72,1,214,2,0,0,48,2,2,,0,1
BIZKAIA,044,GETXO,3,9,U,1014,598,4,594,3,591,416,40,189,26,4,10,0,0,1,0,53,2,0,0,3,0,0,0,1,0,0,49,0,152,0,0,0,49,4,0,,0,8
BIZKAIA,044,GETXO,3,10,A,724,428,5,423,5,418,296,47,78,30,5,15,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,52,0,136,0,0,0,30,1,0,,0,0
BIZKAIA,044,GETXO,3,10,B,759,473,2,471,4,467,286,38,108,30,4,18,0,0,5,1,32,0,0,1,0,0,0,0,0,0,1,59,1,127,1,0,0,32,4,0,,1,5
BIZKAIA,044,GETXO,3,11,A,828,496,0,496,9,487,332,32,62,47,6,8,0,1,6,0,12,2,0,0,2,0,1,0,0,0,0,56,0,184,0,0,0,65,2,0,,0,1
BIZKAIA,044,GETXO,3,11,B,712,434,0,434,1,433,278,48,54,48,5,13,0,1,1,0,13,1,2,0,2,0,0,0,0,0,1,50,0,145,0,0,1,46,2,0,,0,0
BIZKAIA,044,GETXO,3,12,U,712,403,1,402,5,397,309,52,28,76,3,9,0,0,8,1,15,0,0,0,0,0,0,0,0,0,0,42,1,126,0,0,0,34,1,0,,1,0
BIZKAIA,044,GETXO,3,13,A,758,479,0,479,4,475,279,19,204,21,4,14,0,0,3,0,31,0,0,0,4,0,0,0,0,0,0,38,1,102,0,0,0,31,3,0,,0,0
BIZKAIA,044,GETXO,3,13,B,679,428,0,428,2,426,251,31,145,26,3,11,0,0,3,1,25,2,0,0,0,0,2,0,0,0,0,35,1,98,0,0,0,38,4,0,,0,1
BIZKAIA,044,GETXO,3,14,U,1136,690,1,689,9,680,446,38,213,58,9,22,1,0,7,0,29,2,0,0,2,0,0,1,0,0,1,50,0,183,0,0,0,51,6,1,,0,6
BIZKAIA,044,GETXO,3,15,A,652,377,1,376,3,373,275,28,51,52,3,11,0,0,3,0,11,0,0,0,2,1,0,0,0,0,0,48,0,118,0,0,0,42,0,0,,0,3
BIZKAIA,044,GETXO,3,15,B,717,394,0,394,4,390,323,44,67,35,3,7,0,0,6,0,13,0,0,0,0,0,0,0,0,0,1,41,0,133,0,0,0,35,4,0,,0,1
BIZKAIA,044,GETXO,3,16,U,836,496,0,496,3,493,340,69,38,73,9,17,1,0,12,0,10,9,0,2,2,0,0,1,0,0,0,48,0,137,0,0,0,50,11,0,,0,4
BIZKAIA,044,GETXO,3,17,U,1175,730,5,725,8,717,445,69,76,107,8,22,0,1,8,0,31,8,0,0,0,0,1,0,0,0,1,97,0,204,3,0,0,74,2,1,,0,4
BIZKAIA,044,GETXO,3,18,U,1003,571,4,567,14,553,432,76,46,98,3,17,0,1,5,0,7,1,1,1,2,0,0,0,1,0,0,62,0,167,1,0,0,59,1,0,,0,4
BIZKAIA,044,GETXO,3,19,U,971,540,17,523,7,516,431,102,33,99,11,19,0,0,5,0,10,7,0,1,1,0,0,0,0,0,1,41,0,139,1,0,1,42,1,0,,0,2
BIZKAIA,044,GETXO,3,20,U,808,496,1,495,2,493,312,68,33,118,9,12,0,0,6,1,2,8,1,0,2,0,0,0,0,0,2,38,0,144,0,0,0,47,1,1,,0,0
BIZKAIA,044,GETXO,3,21,U,691,383,2,381,4,377,308,68,32,81,14,5,0,1,3,1,7,6,0,3,0,0,0,0,0,0,0,52,0,73,0,0,0,27,1,1,,0,2
BIZKAIA,045,GÜEÑES,1,1,U,891,720,5,715,2,713,171,34,17,60,6,5,0,1,2,1,2,0,2,0,0,0,0,0,0,0,0,18,0,385,0,0,0,176,0,0,,0,4
BIZKAIA,045,GÜEÑES,2,1,A,474,347,6,341,2,339,127,38,8,77,1,4,0,0,4,0,4,0,1,1,0,0,0,0,0,0,0,4,0,128,1,0,0,63,0,1,,0,4
BIZKAIA,045,GÜEÑES,2,1,B,632,452,9,443,5,438,180,40,3,115,0,7,0,0,1,0,6,2,0,0,1,0,0,0,0,0,0,7,0,167,1,0,0,85,1,0,,0,2
BIZKAIA,045,GÜEÑES,2,2,U,880,692,7,685,14,671,188,78,11,107,8,6,1,1,3,0,4,0,0,1,0,0,0,0,0,1,2,35,0,299,0,0,0,114,0,0,,0,0
BIZKAIA,045,GÜEÑES,2,3,A,577,446,10,436,6,430,131,55,5,66,4,5,0,0,2,0,5,0,0,1,0,0,0,0,0,1,1,12,0,196,0,0,0,75,0,0,,0,2
BIZKAIA,045,GÜEÑES,2,3,B,620,463,6,457,2,455,157,59,6,105,4,6,0,0,1,0,4,2,0,0,0,0,1,0,0,1,0,12,0,178,0,0,0,70,2,1,,0,3
BIZKAIA,045,GÜEÑES,2,4,A,269,205,0,205,2,203,64,5,1,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,90,2,0,0,55,0,0,,0,0
BIZKAIA,045,GÜEÑES,2,4,B,515,392,3,389,1,388,123,42,5,85,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,23,0,117,0,0,0,105,0,0,,0,3
BIZKAIA,046,GERNIKA-LUMO,1,1,A,909,624,2,622,7,615,285,41,26,145,0,6,1,0,5,2,2,0,0,0,0,0,0,0,0,0,0,42,0,234,1,0,0,106,2,2,,0,0
BIZKAIA,046,GERNIKA-LUMO,1,1,B,689,443,2,441,6,435,246,46,15,92,2,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,28,0,171,0,0,1,63,0,0,,0,4
BIZKAIA,046,GERNIKA-LUMO,1,2,A,744,485,3,482,0,482,259,12,17,138,1,4,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,31,0,164,0,0,0,104,0,1,,0,1
BIZKAIA,046,GERNIKA-LUMO,1,2,B,584,405,4,401,2,399,179,25,19,88,2,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,31,0,151,0,0,0,74,0,0,,0,1
BIZKAIA,046,GERNIKA-LUMO,1,3,U,985,683,7,676,1,675,302,26,33,171,2,8,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,39,0,249,1,0,0,140,0,0,,0,2
BIZKAIA,046,GERNIKA-LUMO,1,4,A,808,521,10,511,2,509,287,73,12,165,5,16,1,0,3,0,2,0,0,1,0,0,0,0,1,1,1,27,0,121,0,0,0,77,0,0,,0,3
BIZKAIA,046,GERNIKA-LUMO,1,4,B,744,433,10,423,6,417,311,67,6,111,7,17,0,1,0,1,2,1,0,5,1,0,0,0,0,1,0,22,0,119,0,0,1,52,1,0,,0,2
BIZKAIA,046,GERNIKA-LUMO,1,5,A,732,512,2,510,3,507,220,15,32,144,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,29,0,170,0,0,0,107,0,1,,0,0
BIZKAIA,046,GERNIKA-LUMO,1,5,B,591,404,0,404,6,398,187,16,8,108,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,23,0,159,0,0,0,71,0,0,,0,1
BIZKAIA,046,GERNIKA-LUMO,1,6,U,1220,841,2,839,5,834,379,10,59,193,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,53,0,304,0,0,0,200,0,0,,0,8
BIZKAIA,046,GERNIKA-LUMO,1,7,A,704,442,2,440,3,437,262,31,11,159,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,112,1,0,0,70,0,0,,0,4
BIZKAIA,046,GERNIKA-LUMO,1,7,B,582,359,2,357,4,353,223,36,10,121,1,5,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,26,0,92,0,0,0,55,1,0,,0,0
BIZKAIA,046,GERNIKA-LUMO,2,1,U,961,556,4,552,4,548,405,33,24,167,3,12,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0,18,0,173,0,0,0,109,0,0,,1,1
BIZKAIA,046,GERNIKA-LUMO,2,2,U,853,604,11,593,5,588,249,59,14,130,5,7,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,24,0,245,2,0,0,95,1,0,,0,1
BIZKAIA,046,GERNIKA-LUMO,2,3,U,1009,661,16,645,9,636,348,102,22,150,15,11,0,0,0,0,3,5,2,2,3,0,2,3,1,0,1,53,0,190,2,0,1,65,2,0,,0,1
BIZKAIA,046,GERNIKA-LUMO,3,1,A,264,218,0,218,0,218,46,0,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,95,0,0,0,38,0,0,,0,0
BIZKAIA,046,GERNIKA-LUMO,3,1,B,336,259,0,259,0,259,77,1,2,117,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,90,0,0,0,40,0,0,,0,0
BIZKAIA,047,GIZABURUAGA,1,1,U,124,77,0,77,1,76,47,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,0,0,11,0,0,,0,0
BIZKAIA,048,IBARRANGELU,1,1,U,470,353,1,352,0,352,117,0,6,71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,219,0,0,0,42,0,0,,0,0
BIZKAIA,049,ISPASTER,1,1,U,515,388,2,386,3,383,127,0,3,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,236,0,0,0,57,0,0,,0,0
BIZKAIA,050,IZURTZA,1,1,U,216,169,4,165,2,163,47,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,78,0,0,0,30,0,0,,0,0
BIZKAIA,051,LANESTOSA,1,1,U,260,165,3,162,1,161,95,29,11,14,0,1,0,1,2,0,2,0,0,0,1,0,0,0,0,1,0,3,0,88,0,0,0,6,0,0,,0,2
BIZKAIA,052,LARRABETZU,1,1,A,651,510,3,507,3,504,141,4,1,164,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,285,2,0,0,25,0,3,,0,0
BIZKAIA,052,LARRABETZU,1,1,B,587,453,3,450,2,448,134,8,11,142,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,9,0,253,0,0,0,18,0,0,,0,1
BIZKAIA,053,LAUKIZ,1,1,U,765,557,3,554,6,548,208,10,26,78,5,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,19,0,280,1,0,0,113,0,0,,0,2
BIZKAIA,054,LEIOA,1,1,A,902,528,1,527,9,518,374,45,27,95,13,12,1,0,1,0,14,1,2,1,0,0,0,1,3,0,1,56,0,178,2,0,0,61,1,2,,0,1
BIZKAIA,054,LEIOA,1,1,B,880,493,3,490,7,483,387,48,27,84,9,7,0,0,8,3,7,3,0,0,0,0,1,0,1,1,0,74,0,165,0,0,0,41,2,0,,0,2
BIZKAIA,054,LEIOA,1,2,A,872,497,3,494,8,486,375,91,20,93,16,13,0,0,8,1,8,0,0,1,0,0,0,0,0,0,0,63,0,134,1,0,0,28,0,1,,2,6
BIZKAIA,054,LEIOA,1,2,B,807,431,6,425,4,421,376,76,21,66,22,13,0,0,5,3,12,4,0,1,0,0,0,0,0,0,0,47,1,109,1,0,0,35,0,0,,0,5
BIZKAIA,054,LEIOA,1,3,U,1193,617,6,611,9,602,576,130,22,112,12,23,0,0,5,0,7,4,2,2,4,0,0,0,0,0,1,95,0,124,1,0,0,40,2,4,,0,12
BIZKAIA,054,LEIOA,1,4,U,600,315,0,315,2,313,285,57,7,70,15,13,1,0,1,0,3,5,0,0,0,0,0,0,0,0,1,53,1,60,0,0,0,25,0,0,,0,1
BIZKAIA,054,LEIOA,1,5,U,799,506,2,504,10,494,293,78,10,65,9,6,0,0,10,1,2,5,1,4,0,0,0,1,0,0,2,52,0,192,1,0,0,50,1,0,,0,4
BIZKAIA,054,LEIOA,2,1,A,639,357,4,353,2,351,282,72,7,86,5,0,0,0,0,0,1,1,2,0,1,1,7,0,0,1,1,39,0,108,0,7,0,2,4,0,,0,6
BIZKAIA,054,LEIOA,2,1,B,632,347,2,345,1,344,285,70,10,77,9,8,0,0,1,1,6,3,0,0,0,3,0,0,1,0,0,36,0,87,1,0,2,25,0,0,,1,3
BIZKAIA,054,LEIOA,2,2,A,609,314,9,305,2,303,295,52,27,30,5,12,1,1,2,0,11,5,0,0,0,0,0,2,0,0,0,32,0,87,0,0,0,33,0,2,,0,1
BIZKAIA,054,LEIOA,2,2,B,633,331,4,327,2,325,302,63,25,47,3,19,0,0,5,0,5,2,0,0,0,0,0,0,0,0,0,48,0,76,0,0,0,27,3,0,,0,2
BIZKAIA,054,LEIOA,2,3,A,627,361,7,354,3,351,266,73,19,56,9,18,0,2,4,0,4,8,1,0,0,0,0,0,1,0,0,47,0,88,0,0,0,18,0,2,,0,1
BIZKAIA,054,LEIOA,2,3,B,708,384,0,384,0,384,324,88,21,63,5,13,0,0,7,0,4,4,0,0,0,0,0,1,0,1,2,44,0,94,0,0,0,28,4,0,,0,5
BIZKAIA,054,LEIOA,3,1,U,947,609,4,605,3,602,338,79,12,97,11,11,0,0,2,2,13,3,0,0,0,0,0,0,0,0,2,79,0,236,0,0,0,49,1,0,,0,5
BIZKAIA,054,LEIOA,3,2,A,920,538,2,536,3,533,382,40,37,78,25,14,0,0,5,0,18,6,0,0,1,0,0,1,0,1,0,73,0,156,0,0,0,69,1,4,,0,4
BIZKAIA,054,LEIOA,3,2,B,932,505,4,501,3,498,427,59,39,81,22,12,0,0,3,0,14,2,0,0,1,0,0,0,1,0,0,63,0,136,0,0,0,61,0,0,,0,4
BIZKAIA,054,LEIOA,3,3,U,716,409,1,408,1,407,307,45,14,67,10,17,0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,40,0,172,2,0,0,28,2,1,,0,2
BIZKAIA,054,LEIOA,3,4,U,939,545,4,541,4,537,394,86,50,106,5,11,0,2,2,2,6,6,0,0,0,0,0,0,0,0,1,75,0,128,0,0,0,51,3,0,,0,3
BIZKAIA,054,LEIOA,3,5,U,785,468,5,463,9,454,317,94,9,62,16,3,0,0,6,0,5,6,0,0,0,0,1,0,1,8,7,86,2,103,2,0,0,31,1,6,,0,6
BIZKAIA,054,LEIOA,3,6,U,946,543,6,537,7,530,403,98,25,77,8,26,0,1,9,2,7,1,1,0,1,0,0,0,0,0,3,85,0,132,0,0,0,49,0,3,,0,2
BIZKAIA,054,LEIOA,3,7,U,1148,670,1,669,8,661,478,91,15,128,22,14,0,1,2,0,13,5,1,0,1,0,0,0,0,0,4,80,1,227,0,0,0,51,0,0,,0,5
BIZKAIA,055,LEMOA,1,1,A,603,524,2,522,5,517,79,16,17,76,3,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,7,0,228,1,0,0,163,0,0,,0,0
BIZKAIA,055,LEMOA,1,1,B,443,364,5,359,2,357,79,18,10,55,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,141,0,0,0,119,0,0,,0,0
BIZKAIA,055,LEMOA,1,2,A,757,596,2,594,3,591,161,22,11,129,2,4,0,0,0,0,3,2,0,2,0,0,0,0,0,1,0,13,0,290,0,0,0,111,1,0,,0,0
BIZKAIA,055,LEMOA,1,2,B,496,385,5,380,0,380,111,21,4,64,4,3,0,0,1,1,2,2,0,0,0,1,0,0,0,0,0,9,0,176,0,0,0,91,0,0,,0,1
BIZKAIA,056,LEMOIZ,1,1,U,652,424,2,422,4,418,228,8,2,124,0,2,0,0,0,1,3,0,0,0,0,0,1,1,0,0,2,38,0,189,0,0,0,46,0,0,,0,1
BIZKAIA,057,LEKEITIO,1,1,U,574,432,1,431,0,431,142,5,13,160,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,116,0,0,0,116,0,0,,0,0
BIZKAIA,057,LEKEITIO,1,2,U,1116,844,6,838,2,836,272,5,10,255,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0,279,0,0,1,262,0,0,,0,1
BIZKAIA,057,LEKEITIO,2,1,U,719,527,8,519,1,518,192,10,25,145,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,171,0,0,0,132,1,0,,0,1
BIZKAIA,057,LEKEITIO,2,2,A,1055,758,4,754,6,748,297,6,2,363,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,35,0,183,0,0,0,150,0,0,,0,3
BIZKAIA,057,LEKEITIO,2,2,B,703,515,5,510,0,510,188,7,9,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,150,0,0,0,120,0,0,,0,0
BIZKAIA,057,LEKEITIO,2,3,A,1038,668,1,667,1,666,370,23,8,171,1,5,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,55,0,235,0,0,0,163,0,1,,0,0
BIZKAIA,057,LEKEITIO,2,3,B,761,479,2,477,0,477,282,11,6,145,2,3,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,36,0,159,0,0,0,109,0,1,,0,0
BIZKAIA,058,MALLABIA,1,1,U,873,573,2,571,3,568,300,49,7,202,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28,0,205,2,0,0,62,1,0,,0,10
BIZKAIA,059,MAÑARIA,1,1,U,417,317,9,308,3,305,100,3,5,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,165,0,0,0,38,1,0,,0,0
BIZKAIA,060,MARKINA-XEMEIN,1,1,U,1559,968,7,961,5,956,591,38,26,244,4,11,0,1,6,1,1,0,0,0,4,0,0,1,0,0,3,36,2,461,0,0,0,112,0,0,,1,4
BIZKAIA,060,MARKINA-XEMEIN,1,2,U,1385,812,4,808,3,805,573,34,16,236,9,12,0,0,2,1,1,2,0,1,0,0,0,2,0,0,0,32,0,329,2,0,1,122,2,0,,0,1
BIZKAIA,060,MARKINA-XEMEIN,1,3,A,631,296,0,296,0,296,335,2,4,135,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,128,1,0,0,17,1,0,,0,0
BIZKAIA,060,MARKINA-XEMEIN,1,3,B,403,261,0,261,0,261,142,1,6,87,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,143,0,0,0,12,0,1,,0,0
BIZKAIA,061,MARURI-JATABE,1,1,U,398,269,2,267,1,266,129,6,6,28,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,135,0,0,0,66,0,0,,0,1
BIZKAIA,062,MENDATA,1,1,U,318,240,0,240,2,238,78,2,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,137,1,0,0,48,0,0,,0,0
BIZKAIA,063,MENDEXA,1,1,U,297,209,0,209,0,209,88,1,4,86,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,80,0,0,0,25,0,0,,0,0
BIZKAIA,064,MEÑAKA,1,1,U,350,257,1,256,2,254,93,3,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,91,0,0,0,84,0,0,,0,0
BIZKAIA,065,UGAO-MIRABALLES,1,1,U,825,555,7,548,1,547,270,75,26,137,6,13,0,0,0,1,6,1,0,0,0,2,0,0,1,0,1,15,0,198,1,0,0,63,0,1,,0,0
BIZKAIA,065,UGAO-MIRABALLES,1,2,U,847,551,5,546,2,544,296,105,6,125,7,13,0,0,3,0,6,5,2,0,1,0,1,0,0,0,1,19,0,180,0,0,0,64,1,1,,1,3
BIZKAIA,065,UGAO-MIRABALLES,1,3,U,869,450,1,449,4,445,419,76,10,107,3,5,0,0,0,1,5,2,2,1,0,0,0,1,0,0,1,19,2,159,0,0,1,43,1,2,,1,3
BIZKAIA,065,UGAO-MIRABALLES,1,4,U,697,549,2,547,4,543,148,103,31,153,9,9,0,0,1,0,2,2,0,1,1,0,0,1,0,2,0,24,0,124,0,0,0,71,1,2,,0,6
BIZKAIA,066,MORGA,1,1,U,295,205,0,205,1,204,90,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,141,0,0,0,28,0,0,,0,0
BIZKAIA,067,MUXIKA,1,1,A,970,704,8,696,1,695,266,8,2,268,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,14,0,229,0,0,0,165,0,1,,0,1
BIZKAIA,067,MUXIKA,1,1,B,269,189,1,188,0,188,80,0,0,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,57,0,0,0,45,0,0,,0,0
BIZKAIA,068,MUNDAKA,1,1,U,1313,1033,3,1030,1,1029,280,7,24,251,0,3,0,0,0,1,7,0,0,0,2,0,0,0,0,0,0,47,0,465,0,0,0,220,0,0,,0,2
BIZKAIA,069,MUNGIA,1,1,U,841,567,0,567,3,564,274,44,27,118,4,3,0,0,2,0,1,0,0,0,1,1,0,0,1,0,1,55,0,203,1,0,0,102,0,0,,0,0
BIZKAIA,069,MUNGIA,1,2,A,717,451,3,448,6,442,266,42,20,113,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,23,0,177,0,0,0,58,0,0,,0,1
BIZKAIA,069,MUNGIA,1,2,B,591,379,1,378,2,376,212,32,16,73,2,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,25,0,165,1,0,0,53,1,1,,0,1
BIZKAIA,069,MUNGIA,1,3,A,912,520,1,519,4,515,392,54,6,103,2,4,0,0,1,0,6,4,0,0,0,0,0,0,0,0,1,44,0,213,0,0,0,76,1,0,,0,0
BIZKAIA,069,MUNGIA,1,3,B,872,500,3,497,8,489,372,62,8,85,1,10,0,0,1,0,4,1,0,4,0,0,0,0,0,1,0,46,0,183,0,0,0,81,0,0,,0,2
BIZKAIA,069,MUNGIA,1,4,U,500,305,5,300,0,300,195,8,2,45,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,14,0,183,0,0,0,43,0,0,,0,0
BIZKAIA,069,MUNGIA,1,5,A,684,440,0,440,1,439,244,20,4,114,1,2,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,31,0,202,0,0,0,56,1,0,,0,0
BIZKAIA,069,MUNGIA,1,5,B,568,378,0,378,3,375,190,27,12,78,0,5,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,35,0,174,0,0,0,35,0,0,,0,1
BIZKAIA,069,MUNGIA,1,6,U,993,664,4,660,5,655,329,52,17,136,2,5,0,0,3,0,5,2,0,0,0,0,1,0,0,0,4,31,0,310,0,0,1,80,1,0,,0,5
BIZKAIA,069,MUNGIA,1,7,U,503,318,0,318,3,315,185,24,1,75,5,9,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,32,0,127,0,0,0,33,0,0,,0,0
BIZKAIA,069,MUNGIA,2,1,A,800,418,3,415,3,412,382,6,24,64,0,1,0,0,0,0,15,0,1,0,0,0,0,1,0,0,2,8,0,231,0,0,0,57,0,0,,0,2
BIZKAIA,069,MUNGIA,2,1,B,553,313,1,312,0,312,240,5,26,41,1,4,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,13,0,182,0,0,0,32,1,0,,0,0
BIZKAIA,070,AULESTI,1,1,U,581,349,1,348,7,341,232,5,1,167,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,136,1,0,0,26,0,0,,0,0
BIZKAIA,071,MUSKIZ,1,1,A,698,404,3,401,3,398,294,53,10,71,21,2,0,0,1,0,3,6,0,1,0,1,0,0,0,0,2,41,0,112,1,0,0,72,0,0,,0,1
BIZKAIA,071,MUSKIZ,1,1,B,674,385,0,385,2,383,289,59,23,53,14,2,0,0,0,0,0,7,0,1,0,2,0,0,0,0,0,47,0,112,0,0,0,63,0,0,,0,0
BIZKAIA,071,MUSKIZ,1,2,A,790,524,4,520,4,516,266,105,7,90,31,5,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,47,0,137,1,0,0,81,0,0,,0,1
BIZKAIA,071,MUSKIZ,1,2,B,700,470,2,468,7,461,230,94,13,71,27,6,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,28,0,128,0,0,0,82,0,0,,0,0
BIZKAIA,071,MUSKIZ,1,3,A,630,394,2,392,2,390,236,100,3,69,15,9,0,0,0,1,0,4,0,2,0,0,0,0,0,0,2,23,0,94,0,0,0,68,0,0,,0,0
BIZKAIA,071,MUSKIZ,1,3,B,639,397,3,394,4,390,242,82,15,57,19,1,0,0,2,0,1,9,0,0,0,0,0,0,0,0,0,34,0,101,0,0,0,68,0,0,,0,1
BIZKAIA,071,MUSKIZ,1,3,C,201,109,0,109,1,108,92,30,0,22,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,9,0,23,0,0,0,15,0,0,,0,0
BIZKAIA,071,MUSKIZ,2,1,A,260,167,2,165,3,162,93,46,4,41,6,4,0,0,1,0,6,2,0,2,0,0,0,0,0,1,0,1,0,33,0,0,0,15,0,0,,0,0
BIZKAIA,071,MUSKIZ,2,1,B,241,161,1,160,1,159,80,40,6,43,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,0,35,0,0,0,20,0,0,,0,0
BIZKAIA,072,OTXANDIO,1,1,U,932,690,0,690,3,687,242,11,16,226,2,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,73,0,287,0,0,0,65,0,0,,0,0
BIZKAIA,073,ONDARROA,1,1,A,863,579,9,570,0,570,284,8,18,201,0,2,0,0,2,1,0,0,0,0,7,0,0,0,0,1,0,27,1,225,0,0,0,75,1,0,,0,1
BIZKAIA,073,ONDARROA,1,1,B,589,362,5,357,0,357,227,9,21,113,2,2,0,2,2,0,0,0,1,0,5,0,0,0,0,0,0,24,0,128,1,0,0,46,0,1,,0,0
BIZKAIA,073,ONDARROA,1,2,U,1143,784,7,777,4,773,359,18,50,293,0,3,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,33,0,270,0,0,0,87,1,0,,0,3
BIZKAIA,073,ONDARROA,1,3,U,1216,830,3,827,5,822,386,5,88,287,0,1,0,0,0,0,1,0,0,0,11,0,0,0,0,0,1,35,0,325,0,0,0,66,1,1,,0,0
BIZKAIA,073,ONDARROA,2,1,U,730,502,6,496,1,495,228,5,11,201,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,27,0,155,1,0,0,90,0,0,,0,0
BIZKAIA,073,ONDARROA,2,2,U,1284,869,4,865,4,861,415,34,19,362,6,6,1,0,6,0,1,0,0,0,10,1,0,1,0,0,0,38,0,283,0,0,0,93,0,0,,0,0
BIZKAIA,073,ONDARROA,2,3,A,1083,694,2,692,5,687,389,17,19,353,5,2,0,0,2,0,0,1,0,0,12,0,0,0,0,0,2,49,0,159,1,0,0,65,0,0,,0,0
