TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,PH,FE-JONS,EK-PCPE,P.A.,E.U.,PREPAL,DN,PACMA/ATTKA,MSR,UPYD,C´S,I.FEM,SAIN,IU-LV,EB-AZ,EH BILDU,EAJ-PNV ... (E14),FAC,EPDD,IMPULSOSOCIAL,RECORTES CERO,EQUO-PUM+J,VOX,P-LIB,PARTIDO X,D. E. R.,IPEX-PREX-CREX,M.C.R.,RRUE,PODEMOS,ALTER,PT,LEM,PIRATAS,ACNV-BAR-PRAO-...,MOVIMIENTO RED,CILUS
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,7,U,573,237,3,234,2,232,336,30,33,0,0,0,0,0,0,0,2,0,14,0,0,0,19,4,71,28,0,0,0,5,4,0,0,2,2,0,0,0,17,0,0,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,8,U,937,406,10,396,8,388,531,53,69,0,0,0,0,0,0,0,0,0,16,0,0,0,18,3,106,53,1,1,0,0,15,1,0,3,1,0,0,0,44,0,0,0,0,0,3,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,9,U,557,186,1,185,0,185,371,18,22,0,0,0,0,0,0,0,3,0,4,0,0,0,10,1,51,49,0,0,0,0,6,2,0,0,0,0,0,0,16,0,1,0,0,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,10,U,1052,434,9,425,6,419,618,53,50,0,0,0,0,0,0,0,1,0,19,1,0,0,15,3,145,53,0,0,0,0,21,1,0,2,1,0,0,0,53,0,0,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,12,U,873,453,4,449,10,439,420,42,106,0,1,0,0,2,0,1,5,0,11,16,0,0,12,2,77,83,1,0,0,0,14,19,0,0,0,0,0,0,40,0,0,0,5,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,13,U,753,347,4,343,13,330,406,21,121,1,1,0,0,0,0,0,1,0,10,4,2,0,7,3,30,85,0,0,1,0,6,9,0,1,2,0,0,0,22,0,0,0,1,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,14,U,899,394,1,393,14,379,505,31,120,0,0,0,0,0,0,0,0,0,21,18,0,0,9,1,62,73,2,0,0,0,15,9,0,2,3,0,0,0,9,0,0,0,1,1,1,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,15,U,800,348,3,345,7,338,452,35,119,1,0,0,0,0,0,0,7,0,8,3,1,0,12,4,36,56,0,2,0,1,11,15,0,1,0,0,0,2,23,0,0,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,16,U,618,271,3,268,9,259,347,30,77,0,0,0,0,0,0,0,0,0,21,7,0,1,8,1,30,44,0,0,0,2,3,10,0,2,2,0,0,0,19,0,0,0,0,0,1,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,17,A,722,344,3,341,3,338,378,35,116,0,0,0,0,0,0,0,3,0,18,8,0,0,13,3,30,64,0,2,1,0,9,13,0,1,1,0,0,0,20,0,0,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,17,B,693,364,9,355,4,351,329,31,119,0,1,0,0,0,0,0,2,0,17,2,1,0,15,1,43,57,2,0,0,2,13,14,0,0,1,0,0,0,25,0,0,0,2,0,3,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,18,A,638,274,5,269,11,258,364,18,85,0,0,0,0,0,0,0,3,1,17,5,0,1,8,2,31,45,0,1,0,0,16,7,0,0,1,0,0,0,15,0,0,0,0,0,1,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,18,B,625,290,3,287,7,280,335,20,88,1,0,1,0,0,0,0,0,0,17,4,2,0,14,1,39,48,0,0,0,2,15,6,0,0,0,0,0,0,21,0,1,0,0,0,0,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,19,U,693,291,7,284,5,279,402,42,75,0,0,0,0,0,0,1,5,0,8,7,0,0,7,5,45,41,1,1,0,0,15,4,0,0,0,0,0,1,18,0,0,0,0,0,3,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,20,U,832,371,7,364,4,360,461,75,67,0,0,2,0,0,0,0,2,0,17,4,1,0,20,4,55,74,0,0,1,0,9,6,0,1,0,0,0,0,19,0,0,0,0,0,3,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,21,U,899,419,7,412,10,402,480,62,112,0,0,1,0,0,0,0,3,1,13,3,0,0,19,3,66,72,2,2,0,1,9,0,0,2,0,0,0,1,27,0,0,0,1,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,22,U,724,323,3,320,7,313,401,43,113,0,0,0,0,0,0,0,1,0,18,6,0,0,7,4,26,55,0,0,1,1,6,4,0,1,1,0,0,0,24,0,1,0,1,0,0,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,23,U,707,321,2,319,3,316,386,48,61,2,0,0,0,0,0,0,2,0,14,2,0,0,23,5,77,36,1,1,0,1,5,5,0,2,0,0,0,0,27,0,0,1,1,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,24,U,625,249,2,247,8,239,376,39,33,2,0,0,0,0,0,0,5,0,16,4,0,0,20,0,64,31,0,0,0,2,1,4,1,0,2,0,0,0,15,0,0,0,0,0,0,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,25,U,1059,414,5,409,11,398,645,79,96,0,0,2,0,0,0,0,1,1,20,0,1,0,28,0,66,54,0,0,0,2,12,3,1,2,1,0,0,0,26,1,0,0,2,0,0,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,26,U,918,419,3,416,4,412,499,111,76,0,0,1,0,0,1,0,2,1,14,2,0,0,22,3,78,58,2,1,1,1,6,1,1,7,0,0,0,0,21,0,1,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,27,U,926,402,8,394,3,391,524,89,97,1,1,0,0,2,0,1,4,2,23,6,1,0,19,1,57,38,0,0,0,1,7,2,0,0,2,2,0,0,33,0,0,1,1,0,0,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,29,U,816,324,13,311,3,308,492,75,72,0,0,0,0,1,0,1,4,0,11,3,0,0,16,1,56,30,1,1,0,1,6,2,1,2,1,0,0,0,20,0,0,1,0,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,30,U,840,375,8,367,1,366,465,48,105,1,0,3,0,0,0,0,2,0,16,6,1,0,12,1,39,75,0,0,0,0,6,12,0,1,2,0,0,0,27,2,0,0,2,0,4,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,31,U,869,381,10,371,5,366,488,98,90,0,0,0,0,1,0,0,1,0,18,3,1,0,18,1,35,52,0,0,0,1,6,1,0,2,1,0,0,1,31,0,1,0,1,0,2,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,32,U,755,310,6,304,2,302,445,63,63,0,1,0,0,1,0,0,4,0,17,6,0,0,20,1,27,49,0,0,0,0,5,3,0,2,3,0,0,0,32,0,4,0,0,0,0,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,33,U,989,413,6,407,3,404,576,98,133,0,0,0,0,0,0,0,1,0,11,8,0,1,17,0,45,47,0,0,0,0,3,3,0,3,0,0,0,0,33,0,0,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,34,U,634,314,9,305,1,304,320,86,58,0,0,2,0,1,1,0,3,0,13,3,2,0,26,0,32,27,0,0,0,2,11,4,0,2,2,0,0,0,24,0,2,0,1,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,35,U,807,351,10,341,8,333,456,98,69,0,0,1,0,1,0,1,2,0,21,1,0,0,19,0,45,39,0,0,0,1,3,3,1,0,0,0,0,0,25,0,1,2,0,0,0,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,36,U,849,355,5,350,2,348,494,95,109,0,0,0,0,0,0,1,0,0,8,1,0,0,31,0,31,42,0,0,0,4,8,0,0,2,0,0,0,0,14,0,0,0,0,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,37,U,603,259,8,251,2,249,344,68,85,0,0,0,0,0,0,0,0,0,9,4,1,0,11,2,13,20,0,0,0,1,6,0,0,1,1,1,0,0,24,0,0,0,0,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,38,U,787,319,5,314,8,306,468,89,72,1,0,0,0,1,0,0,1,0,14,2,0,0,20,0,48,25,1,0,0,5,3,1,3,2,2,1,0,0,15,0,0,0,0,0,0,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,1,39,U,993,442,14,428,5,423,551,105,104,0,0,1,0,2,0,0,3,0,20,6,1,0,24,2,56,29,1,0,0,2,8,5,0,1,1,0,0,0,41,0,2,0,0,0,6,3
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,1,U,983,465,8,457,12,445,518,38,143,0,0,0,0,0,0,0,3,0,27,11,0,0,22,5,48,97,1,0,0,2,21,6,1,1,2,0,0,1,13,0,0,1,1,0,0,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,2,A,623,274,8,266,8,258,349,26,72,0,0,1,0,0,0,0,2,0,15,10,0,0,7,3,37,54,0,1,0,0,5,6,0,0,0,0,0,1,17,0,0,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,2,B,606,291,3,288,4,284,315,23,77,0,0,0,0,0,0,0,3,0,23,3,2,0,8,2,29,56,0,1,2,0,16,1,0,2,1,0,0,0,29,0,1,0,1,0,1,3
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,3,U,863,432,7,425,11,414,431,44,113,0,1,1,0,0,0,1,5,0,20,13,0,0,14,3,55,60,1,0,1,0,31,8,3,1,0,0,0,0,36,0,0,0,0,1,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,4,A,618,286,4,282,1,281,332,35,68,1,0,1,0,1,0,1,1,0,16,5,0,0,7,7,43,46,0,0,0,1,17,2,0,3,1,0,0,0,22,0,1,0,0,0,1,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,4,B,707,330,7,323,5,318,377,44,84,0,0,1,0,0,0,0,2,0,19,1,0,0,12,7,41,53,0,0,1,0,14,4,0,7,2,0,0,0,23,0,0,0,0,0,2,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,5,U,841,390,4,386,3,383,451,51,79,0,0,0,0,1,0,0,3,0,20,6,2,0,36,2,75,56,1,0,1,0,9,3,0,2,2,0,0,0,31,0,1,1,0,0,0,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,6,U,1069,492,7,485,6,479,577,63,106,0,0,0,0,1,2,0,5,0,18,8,1,4,22,4,68,97,1,1,0,0,25,3,0,2,0,1,0,0,36,0,1,0,0,0,5,5
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,8,U,1051,549,9,540,11,529,502,80,178,0,0,2,0,0,0,0,1,0,34,13,0,0,20,5,50,68,0,2,0,1,21,5,0,2,1,0,0,0,38,1,3,1,0,0,3,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,9,U,930,449,11,438,7,431,481,61,122,1,0,0,0,0,0,0,4,0,19,5,0,0,25,3,54,83,1,0,0,0,12,6,0,1,0,0,0,0,30,0,0,0,2,0,1,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,10,U,1121,568,8,560,13,547,553,80,150,1,0,0,0,0,0,0,1,0,35,7,0,1,22,5,84,88,0,2,0,2,17,9,0,0,3,0,0,0,35,0,1,0,1,0,3,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,11,U,989,443,6,437,4,433,546,87,126,0,0,0,0,0,0,1,1,0,16,7,1,0,17,0,49,72,0,0,0,1,11,9,0,1,0,1,1,0,27,0,1,0,0,0,4,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,12,U,613,269,3,266,7,259,344,31,65,0,0,0,0,0,0,0,1,0,8,1,1,0,11,2,40,50,1,1,0,1,12,5,0,1,0,0,0,0,27,1,0,0,0,0,0,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,13,U,751,338,3,335,8,327,413,43,82,1,0,0,0,0,0,0,1,0,28,2,0,0,21,3,49,50,1,0,0,0,16,3,1,3,0,0,0,0,22,0,0,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,14,U,977,472,8,464,2,462,505,79,125,2,0,2,0,0,0,0,1,0,32,7,3,0,33,3,49,67,1,0,0,0,11,1,1,0,1,0,0,1,40,0,2,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,15,U,779,362,6,356,9,347,417,93,85,0,1,0,0,0,0,0,5,0,19,4,1,0,20,1,50,34,1,0,0,1,6,1,0,0,0,0,0,1,18,0,0,1,1,1,3,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,16,A,628,250,2,248,2,246,378,34,51,0,0,3,0,0,0,0,1,0,7,1,1,0,22,0,39,32,1,0,0,1,11,2,0,1,0,0,0,0,30,0,0,0,5,0,4,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,16,B,721,312,1,311,4,307,409,49,44,0,0,2,0,0,0,1,3,0,17,4,0,0,23,2,58,37,1,0,1,0,9,2,0,4,2,0,0,0,42,0,0,0,0,0,6,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,17,A,676,325,4,321,6,315,351,40,70,0,0,0,0,1,1,0,0,0,14,6,0,1,25,7,58,44,0,0,0,0,8,1,0,1,0,0,0,0,34,0,0,0,0,0,3,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,17,B,729,329,1,328,7,321,400,47,52,0,0,0,0,1,0,0,2,1,19,5,2,1,22,7,53,50,0,0,1,0,10,1,0,8,0,0,0,0,37,0,0,0,2,0,0,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,18,A,684,315,6,309,9,300,369,40,58,0,0,1,0,0,0,0,4,1,26,4,0,0,12,0,36,51,0,0,0,0,23,5,0,4,1,0,0,0,34,0,0,0,0,0,0,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,18,B,724,372,3,369,4,365,352,54,60,2,0,3,0,0,0,0,5,0,25,11,0,0,20,5,41,59,1,0,0,5,6,5,0,5,2,0,0,0,48,0,0,0,4,0,4,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,19,U,705,344,6,338,8,330,361,32,78,0,0,0,0,0,0,0,2,0,15,11,2,0,13,13,40,44,1,0,0,1,16,6,0,5,0,0,0,0,47,0,0,0,2,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,20,U,821,395,4,391,7,384,426,37,116,0,0,2,0,0,0,0,1,1,22,12,0,0,16,1,29,77,0,0,0,1,7,8,0,2,1,0,0,0,43,0,2,1,0,0,4,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,21,A,639,299,2,297,3,294,340,41,79,0,0,0,0,0,0,0,3,0,7,7,2,0,11,4,32,49,0,1,0,0,14,3,0,0,0,0,0,0,38,0,0,0,0,1,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,21,B,656,297,7,290,10,280,359,39,58,1,0,0,0,0,0,0,2,0,15,4,1,0,10,4,35,53,0,0,0,0,10,8,0,3,1,0,0,2,31,0,0,0,1,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,22,U,658,313,6,307,9,298,345,37,62,0,0,2,0,0,0,0,3,0,14,6,1,0,19,4,53,50,1,0,0,3,6,0,0,1,0,0,0,0,33,0,0,0,0,0,3,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,23,A,772,358,5,353,7,346,414,38,68,0,1,2,0,0,0,0,3,0,19,3,2,0,20,5,47,63,0,0,0,1,14,2,0,0,1,0,0,0,54,0,1,0,1,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,23,B,884,373,15,358,7,351,511,46,51,0,1,0,0,0,0,0,0,0,17,5,4,0,31,2,62,57,2,0,0,4,12,2,0,2,1,0,0,0,51,0,0,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,24,A,609,307,3,304,5,299,302,42,41,0,0,0,0,0,1,0,1,0,16,6,0,0,20,4,57,46,0,1,1,0,16,3,0,6,0,0,0,0,36,0,0,0,0,1,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,24,B,602,299,4,295,4,291,303,43,46,1,0,1,0,0,0,0,3,0,16,5,1,0,16,4,44,36,1,0,0,1,13,0,0,1,1,0,0,0,56,0,0,0,0,0,1,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,25,A,776,370,6,364,5,359,406,39,58,2,0,2,0,0,0,0,3,1,29,5,2,0,16,8,60,43,1,1,1,0,27,10,0,5,0,0,0,0,41,0,2,0,1,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,25,B,767,397,10,387,5,382,370,39,53,3,0,0,0,0,0,0,3,0,29,7,0,0,19,5,64,65,0,1,0,1,23,5,0,7,2,0,0,1,54,0,0,0,1,0,0,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,26,U,712,326,4,322,8,314,386,43,66,1,1,0,0,0,0,0,4,0,24,5,0,0,21,3,53,32,0,0,0,1,9,4,0,0,1,0,0,0,39,0,0,0,1,0,4,2
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,27,U,747,349,4,345,5,340,398,51,62,0,0,0,0,0,0,0,6,0,24,12,1,0,18,3,41,71,0,0,0,0,13,4,0,1,3,0,0,0,26,0,0,0,2,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,28,U,763,305,5,300,0,300,458,68,40,1,0,0,0,1,0,0,3,0,12,0,1,0,25,2,52,47,0,2,1,1,11,0,1,5,1,0,0,0,24,0,1,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,29,U,648,300,9,291,5,286,348,87,42,0,0,0,0,0,0,0,3,0,16,3,1,0,18,3,39,34,1,0,0,2,6,2,0,2,2,0,1,0,18,0,0,0,1,1,3,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,30,U,928,445,7,438,17,421,483,60,47,1,0,1,0,0,0,0,8,0,23,4,1,0,39,5,62,77,1,0,1,0,14,6,1,3,0,0,0,0,60,1,0,0,2,0,3,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,31,U,1064,464,7,457,4,453,600,77,59,1,1,0,0,1,0,1,9,0,32,5,1,1,47,3,89,42,1,2,0,0,9,3,0,5,2,1,0,0,57,1,0,0,0,1,1,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,32,U,1124,474,10,464,6,458,650,67,68,0,1,0,0,0,0,0,3,0,34,10,0,0,32,5,81,79,2,1,0,0,19,5,0,5,3,0,0,2,38,1,0,0,0,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,33,U,735,324,5,319,7,312,411,11,131,0,0,0,0,0,0,0,0,0,21,13,0,1,11,5,31,46,0,0,0,1,5,11,0,2,0,0,0,0,18,0,0,0,1,0,4,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,34,A,617,309,4,305,2,303,308,33,67,0,0,0,0,0,1,0,1,0,26,13,0,0,10,7,41,61,0,0,0,2,10,8,0,1,0,0,0,0,21,0,0,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,34,B,571,282,4,278,6,272,289,18,96,0,0,0,0,0,0,0,0,0,10,9,0,1,8,5,27,49,3,0,1,0,9,11,0,3,0,0,0,0,19,0,0,0,1,0,1,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,35,A,778,357,2,355,1,354,421,32,115,0,1,0,0,0,0,2,2,0,22,9,0,0,4,3,24,93,1,0,0,0,21,8,0,4,0,0,0,0,8,0,0,0,0,0,3,2
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,35,B,1042,481,7,474,8,466,561,42,195,0,0,0,0,0,0,0,8,0,25,17,0,0,8,2,49,74,0,0,0,0,10,10,0,6,0,0,0,0,16,0,2,0,1,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,36,A,625,262,5,257,6,251,363,28,27,1,0,0,0,0,0,0,4,1,23,8,0,0,19,4,42,40,0,1,0,1,18,3,0,1,1,0,0,0,26,0,1,0,0,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,36,B,660,304,7,297,1,296,356,38,36,0,0,0,0,0,0,0,6,0,25,10,0,1,19,3,47,49,0,0,0,2,13,4,0,2,1,0,0,0,33,0,0,0,1,0,6,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,37,A,853,373,4,369,5,364,480,51,64,0,0,0,0,1,1,0,3,1,28,5,1,0,24,7,48,67,0,3,2,0,18,5,0,3,2,0,0,0,26,0,0,1,2,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,37,B,853,366,8,358,9,349,487,51,57,1,0,2,0,0,0,0,0,0,28,4,0,0,19,5,47,60,0,4,0,3,14,2,0,2,4,0,0,0,41,0,0,0,1,0,4,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,38,A,601,255,6,249,4,245,346,31,14,0,2,0,0,0,0,0,7,0,9,7,0,0,25,4,72,22,0,1,0,2,8,2,0,2,2,0,0,0,32,0,0,0,1,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,38,B,581,243,6,237,4,233,338,21,18,0,1,0,0,2,0,0,5,0,12,6,1,1,25,2,46,31,0,0,0,3,5,1,0,8,2,0,0,0,34,1,0,0,2,0,5,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,39,U,1138,483,4,479,8,471,655,47,28,2,0,1,0,1,1,1,7,0,25,11,1,0,58,6,100,56,0,1,1,2,17,11,0,1,2,1,0,0,76,0,0,2,2,0,9,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,40,A,657,225,7,218,4,214,432,25,19,0,1,0,0,1,0,0,4,0,11,5,0,0,27,1,49,25,0,0,0,2,6,1,0,1,0,1,0,0,32,0,0,0,2,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,40,B,607,188,3,185,4,181,419,16,18,0,0,0,0,0,0,0,5,0,9,6,0,0,26,3,35,19,0,0,0,0,14,0,0,2,0,1,0,0,23,0,0,0,1,0,3,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,41,A,870,331,10,321,4,317,539,31,20,0,0,0,0,0,0,0,6,0,16,6,1,0,34,9,74,26,2,1,0,6,16,3,0,6,0,0,0,0,55,0,1,0,1,1,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,41,B,881,324,11,313,4,309,557,24,18,3,0,1,0,0,0,0,11,0,15,7,0,0,30,12,70,38,0,0,1,4,24,0,1,2,1,0,0,0,43,0,0,0,2,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,42,A,620,238,7,231,5,226,382,28,13,1,0,1,0,0,0,0,4,0,15,4,1,0,19,2,55,22,1,2,1,4,12,1,0,2,0,1,0,0,34,0,1,0,1,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,42,B,612,231,7,224,4,220,381,25,11,0,0,1,0,0,0,0,8,0,11,3,0,0,15,1,56,24,1,0,0,4,10,0,0,5,1,1,0,0,41,0,0,0,1,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,43,A,813,317,4,313,3,310,496,34,19,1,0,1,0,0,0,2,10,0,12,9,0,0,34,3,74,41,0,0,1,5,15,1,0,4,0,0,0,1,38,1,1,0,0,0,2,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,43,B,722,290,4,286,5,281,432,29,11,0,0,0,1,0,0,0,7,0,15,6,0,1,30,10,71,45,0,1,1,5,9,1,0,1,0,0,0,0,33,1,0,0,0,0,2,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,44,U,1148,450,9,441,6,435,698,37,21,1,1,1,0,2,0,0,10,1,27,10,2,0,31,8,119,49,0,2,0,5,24,4,0,4,3,0,0,1,68,0,0,0,0,1,3,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,45,U,963,397,11,386,10,376,566,26,14,4,0,1,0,1,0,0,12,0,10,8,1,0,57,9,80,50,0,1,0,6,18,4,0,5,0,0,0,0,60,2,0,0,3,1,3,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,46,A,696,301,3,298,3,295,395,25,8,1,0,2,1,0,1,0,5,0,21,3,0,0,31,3,78,40,0,0,0,1,13,3,0,4,3,0,2,0,44,1,0,0,1,0,3,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,2,46,B,706,331,10,321,4,317,375,29,17,0,0,1,1,0,0,0,13,0,12,5,3,0,31,9,78,30,0,0,1,4,9,2,0,2,1,0,0,0,63,1,1,0,1,0,3,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,3,1,A,694,323,6,317,7,310,371,64,51,2,0,1,0,0,0,0,2,0,10,5,0,0,19,3,74,31,0,0,0,1,9,1,1,0,0,0,0,0,33,1,0,0,0,0,2,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,3,1,B,742,322,5,317,8,309,420,63,54,0,1,0,0,1,0,0,7,0,10,5,0,0,26,2,66,31,0,0,0,2,6,1,0,1,1,0,0,0,31,0,0,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,3,2,U,996,393,7,386,6,380,603,112,62,0,0,1,0,0,0,0,8,0,16,5,0,1,18,4,57,49,1,0,0,0,6,6,0,2,1,0,0,0,28,0,0,0,0,1,1,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,3,3,U,892,383,3,380,6,374,509,124,101,0,0,0,0,0,1,0,0,0,30,6,0,0,17,2,28,35,0,0,0,1,4,2,0,0,0,0,1,0,16,0,0,1,1,0,4,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,3,4,U,851,368,8,360,7,353,483,120,62,0,0,2,0,0,0,0,2,0,11,6,1,0,24,3,40,37,0,0,0,3,9,1,0,2,0,0,1,1,27,0,0,0,0,0,1,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,3,5,U,686,253,4,249,5,244,433,79,50,0,0,0,0,0,1,0,0,0,19,0,0,0,25,0,28,26,0,0,0,2,7,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,3,6,U,985,408,5,403,4,399,577,125,59,0,1,0,0,0,0,1,3,0,19,6,0,0,37,1,49,51,5,1,0,4,2,2,0,1,2,0,0,0,27,0,0,0,0,0,2,1
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,3,8,U,580,218,6,212,2,210,362,81,36,1,0,0,0,0,0,0,2,0,6,2,0,0,23,2,31,16,0,1,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,3,9,U,754,323,9,314,1,313,431,121,39,2,0,3,0,0,0,0,2,0,14,0,0,0,13,3,43,36,0,0,0,0,8,1,0,0,1,0,0,0,23,0,0,0,1,0,3,0
ARABA-ÁLAVA,59,VITORIA-GASTEIZ,3,10,U,637,272,3,269,3,266,365,91,65,0,0,0,0,0,0,0,1,0,5,1,0,0,18,2,24,50,0,0,0,1,2,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0
